GROUP,snapdate,인당 프로젝트수,인당 상시잔여이슈,이슈 처리일,Commit당 이슈발생,인당 이슈Inflow(발생),인당 이슈Outflow(해결),인당 코드 변경량,인당 개발산출물Outflow(해결),인당 Commit코드 변경량,인당 개발산출물 Burndown,개발산출물 처리율 (Outflow/Inflow),인당 개발산출물 상시잔여수,인당 개발산출물Inflow(발생),인당 이슈 Burndown,이슈 처리율(Outflow/Inflow),이슈 최초대응일,개발산출물 최초대응일,개발산출물 처리일,인당 개발산출물+Review Outflow,인당 Review수,인당 Reject수,Reject/Review율[리뷰관점],Commit당 Rejected수(AI+Reviewer)[리뷰관점],인당 Rejected수(AI+Reviewer)[리뷰관점],인당 Rejected(AI+RV)/Commit율[리뷰관점],활성개발자수,이슈 활성개발자수,Code 활성개발자수,산출물 활성개발자수,이슈Inflow(발생),이슈Outflow(해결),Code Review수,Code Reject수,완료이슈 Reopen율,진성완료이슈 Reopen율,ShiftLeft Reopen율[내부],진성ShiftLeft Reopen율[내부],누적전체이슈 Reopen율[내부],누적진성전체이슈 Reopen율[내부],누적전체이슈 대비 잔여이슈Reopen율[내부],누적진성전체이슈 대비 잔여이슈Reopen율[내부],이슈 쏠림[내부],인라인 리뷰 코드수정비율[내부],인라인 개발자리뷰 코드수정비율[내부],인라인 AI리뷰 코드수정비율[내부],인라인 정적분석 코드수정비율[내부],커밋당 인라인 리뷰 코드수정횟수[내부],커밋당 인라인 AI리뷰 코드수정횟수[내부],커밋당 인라인 개발자리뷰 코드수정횟수[내부],인라인 개발자+AI리뷰 코드수정비율[내부],커밋당 인라인 개발자+AI리뷰 코드수정횟수[내부],인라인 개발자+AI리뷰 코드수정or응답 비율[내부],커밋당 인라인 개발자+AI리뷰 코드수정or응답 횟수[내부],인라인 개발자리뷰 코드수정or응답 비율[내부],커밋당 인라인 개발자리뷰 코드수정or응답 횟수[내부],인라인 AI리뷰 코드수정or응답 비율[내부],커밋당 인라인 AI리뷰 코드수정or응답 횟수[내부],평균 잔여이슈Age[내부],Commit 활성개발자수[내부],Review 활성개발자수[내부],코드 변경량(TOTAL LOC),이슈결함밀도(이슈Inflow/변경kLOC),Commit당 코드 변경량(LOC) [내부],코드 삽입율(Insert LOC/Total LOC) [내부],코드 삭제율(Delete LOC/Total LOC) [내부],코드 수정 밀도 (Total LOC / 개발산출물 Outflow) [내부],개발산출물 밀도 (개발산출물 Outflow/Total LOC*1000) [내부],개발산출물 Inflow [내부],개발산출물 Outflow [내부],이슈결함밀도2(이슈Inflow/변경kLOC)[내부],누적완료이슈 Reopen율[내부],누적진성완료이슈 Reopen율[내부],진성이슈Inflow(발생)[내부],진성이슈결함밀도(이슈Inflow/변경kLOC)[내부],잔여이슈 Reopen율[내부]
"EDV자사","2025-12-22","1","2.103","1.917","0.473","2.364","1.714","153.636","12.389","81.516","-2.556","125.989","16.077","29.5","1.167","46.154","0.85","0.841","8.688","2.958","1.222","0.028","2.273","0.382","0.583","31.154","102","33","93","96","26","12","44","1","0","0","14.286","20","27.372","27.586","0","0","82","18.978","62.5","6.383","0","0.52","0.12","0.4","20.635","0.52","46.032","1.16","90.625","0.58","30.851","0.58","5.305","71","60","3380","8.284","78.6","76.51","23.49","45.47","21.99","59","74.333","5.394","30.12","31.461","16","5.03","0"
"EDV자사","2025-12-23","1","1.965","1.083","0.6","2.308","1.333","154.762","14.5","91.35","7.357","58.468","22.272","24.8","1.286","40","0.863","0.5","8.767","3.167","1.067","0","0","0.54","0.9","59.067","102","34","93","96","30","12","32","0","0","0","14.286","22.222","27.046","27.404","0.356","0.481","82","20.755","55.556","14.035","0","0.702","0.17","0.532","32.353","0.702","79.412","1.723","93.333","0.894","68.421","0.83","5.576","71","60","3250","7.846","81.25","74.77","25.23","44.83","22.31","124","72.5","9.05","29.762","31.285","18","4.615","0"
"EDV자사","2025-12-24","1","2.124","1.125","0.429","2.333","1.6","176.524","34.867","109.422","-16.514","223.504","21.802","18.72","0.417","76.19","0.833","4.595","3.616","7.3","1.258","0","0","0.714","1.129","88.696","97","29","93","96","21","16","39","0","0","0","17.647","30","27.372","28.141","0.365","0.503","82","20","55.556","12.121","0","0.702","0.17","0.532","29.73","0.702","76.577","1.809","93.333","0.894","65.152","0.915","6.901","72","62","3707","5.53","95.05","71.84","28.16","17.72","56.43","93.6","209.2","6.037","29.96","31.977","12","3.102","0"
"EDV자사","2025-12-25","1","1.98","1.385","0.625","2","1.625","147","34.367","122.676","-25.657","775.188","21.317","5.32","0.583","65","1.042","3","3.668","7.35","1","0","0","0.844","0.931","106.349","102","35","93","96","20","13","29","0","0","0","23.077","37.5","26.667","27.143","0.351","0.476","83","9.756","42.105","7.547","0","0.414","0.138","0.276","16.667","0.414","70.833","1.759","84.211","0.552","66.038","1.207","7.429","72","62","2646","6.425","115.04","65.15","34.85","12.83","77.93","26.6","206.2","6.296","29.297","30.939","11","3.212","0"
"EDV자사","2025-12-26","1","1.919","3.174","0.538","2","2.091","173.615","31","112.308","-21.622","613.456","17.595","6.317","-0.643","164.286","1.025","3","4.122","6.536","1.12","0","0","1.154","1.2","113.542","100","35","91","94","14","23","28","0","4.348","5.882","40.909","50","26.573","27.273","0","0","83","7.143","31.25","6.557","0","0.321","0.143","0.179","11.688","0.321","68.831","1.893","100","0.571","60.656","1.321","8.52","71","60","2257","5.981","118.79","63.54","36.46","14.56","68.68","25.267","155","5.711","28.358","29.843","6","2.437","0"
"EDV자사","2025-12-27","1","1.861","3.174","0.333","1.857","2.091","158.2","31","99.292","-22.122","696.108","16.206","5.567","-0.714","176.923","1.025","2","4.122","6.516","1.567","0","0","0.872","1.133","98.413","100","35","91","94","13","23","47","0","4.348","5.882","40.909","50","26.481","27.143","0","0","84","7.143","31.25","6.557","0","0.321","0.143","0.179","11.688","0.321","68.831","1.893","100","0.571","60.656","1.321","8.52","71","61","3164","4.109","105.47","70.42","29.58","20.41","48.99","22.267","155","4.796","28.358","29.843","5","1.58","0"
"EDV자사","2025-12-28","1","1.937","3.174","0.333","1.857","2.091","158.2","31","99.292","-22.122","696.108","15.623","5.567","-0.714","176.923","1.025","2","4.122","6.516","1.567","0","0","0.872","1.133","98.413","99","35","91","93","13","23","47","0","4.348","5.882","40.909","50","26.481","27.143","0","0","81","7.143","31.25","6.557","0","0.321","0.143","0.179","11.688","0.321","68.831","1.893","100","0.571","60.656","1.321","8.52","71","61","3164","3.793","105.47","70.42","29.58","20.41","48.99","22.267","155","4.109","28.358","29.843","5","1.58","0"
"EDV자사","2025-12-29","1","1.844","3.952","0.289","1.571","2.1","154","28.3","101.259","-23.961","652.217","15.648","4.339","-0.833","190.909","1.067","0","1.535","5.922","1.5","0","0","1.079","1.281","116.548","99","34","91","93","11","21","48","0","9.524","7.143","45","58.333","26.736","27.143","0","0","82","6.857","25","6.061","1.786","0.3","0.15","0.125","9.244","0.275","76.471","2.275","95","0.475","72.727","1.8","10.065","71","61","2772","4.329","95.59","69.08","30.92","19.59","51.05","21.695","141.5","3.706","28.519","29.688","5","2.345","0"
"EDV자사","2025-12-30","1","1.892","5.318","0.302","2.6","2.2","146.5","23.883","91.658","-21.467","988.601","13.794","3.624","-0.9","169.231","0.643","6","1.563","5.536","1.6","0","0","1","1.229","128.977","97","33","91","92","13","22","56","0","13.636","7.692","42.857","58.333","27.397","28.095","0.685","0.952","83","7.759","0","8.081","10","0.209","0.186","0","7.547","0.186","71.698","1.767","85.714","0.14","70.707","1.628","11.071","70","61","2930","3.925","91.56","76.52","23.48","20.45","48.91","14.495","143.3","4.56","28.676","30","8","2.56","0"
"EDV자사","2025-12-31","1","1.9","5.895","0.233","2","2.111","136.4","2.967","68.787","0.049","98.368","14.079","4.524","-1","190","0.444","1.571","6.294","2.306","1.806","0.032","1.786","1","1.387","107.302","96","32","91","92","10","19","56","1","15.789","8.333","45","53.846","27.397","28.095","0.685","0.952","83","12.598","33.333","10.476","10","0.356","0.244","0.089","12.821","0.333","65.812","1.711","91.667","0.244","62.857","1.467","11.697","70","60","2728","4.399","77.94","87.17","12.83","153.26","6.52","18.095","17.8","3.535","28.676","30","7","2.566","0"
"EDV자사","2026-01-01","1","1.813","5.091","0.326","2","2.444","136.4","2.967","68.787","0.049","98.368","14.31","4.524","-0.727","157.143","0.571","1.571","6.294","2.306","1.806","0.032","1.786","1","1.387","107.302","98","33","91","93","14","22","56","1","18.182","13.333","45","53.846","26.78","27.23","0","0","79","12.598","33.333","10.476","10","0.356","0.244","0.089","12.821","0.333","65.812","1.711","91.667","0.244","62.857","1.467","11.697","69","60","2728","4.399","77.94","87.17","12.83","153.26","6.52","18.095","17.8","5.132","28.727","30.052","7","2.199","0"
"EDV자사","2026-01-02","1","1.65","8.071","0.196","1.429","1.75","163.273","4.663","89.92","-2.995","279.511","14.381","2.92","-0.4","140","0.727","0.2","26.758","2.447","1.606","0.03","1.887","1.784","2.758","141.481","98","33","91","93","10","14","53","1","21.429","14.286","25","42.857","27.458","28.436","0.678","0.948","83","4.624","33.333","4.092","1.639","0.923","0.75","0.154","4.811","0.904","12.078","2.269","95.833","0.442","9.969","1.827","12.506","69","59","3592","2.784","92.1","80.15","19.85","110.04","9.09","11.679","32.643","3.165","28.623","30.208","5","1.392","0"
"EDV자사","2026-01-03","1","1.65","8.071","0.25","1.429","1.75","141.25","4.663","92.983","-2.995","279.511","14.471","2.92","-0.4","140","0.6","0.2","26.758","1.96","1.063","0.031","2.941","2.2","2.75","164","98","33","91","93","10","14","34","1","21.429","14.286","25","42.857","27.458","28.436","0.678","0.948","84","4.624","33.333","4.092","1.639","0.923","0.75","0.154","4.811","0.904","12.078","2.269","95.833","0.442","9.969","1.827","12.506","68","59","2825","3.54","94.17","78.3","21.7","86.54","11.55","11.679","32.643","3.117","28.623","30.208","5","1.77","0"
"EDV자사","2026-01-04","1","1.579","8.071","0.25","1.429","1.75","141.25","4.663","92.983","-2.995","279.511","16.268","2.92","-0.4","140","0.6","0.2","26.758","1.96","1.063","0.031","2.941","2.2","2.75","164","98","33","91","93","10","14","34","1","21.429","14.286","25","42.857","27.458","28.436","0.678","0.948","82","4.624","33.333","4.092","1.639","0.923","0.75","0.154","4.811","0.904","12.078","2.269","95.833","0.442","9.969","1.827","12.506","68","59","2825","4.956","94.17","78.3","21.7","86.54","11.55","11.679","32.643","3.54","28.623","30.208","5","3.363","0"
"EDV자사","2026-01-05","1","2.375","9.333","0.286","2.571","1.5","228.81","4.568","95.939","-2.956","283.393","18.694","5.642","0.545","66.667","0.667","0.2","27.091","2.727","1.933","0.033","1.724","1.873","3.933","174.375","98","33","89","93","18","12","58","1","16.667","16.667","35.294","60","26.71","27.354","0.977","1.345","67","5.317","40","4.895","0","0.905","0.778","0.127","5.583","0.905","10.872","1.762","100","0.317","9.091","1.444","11.798","68","57","4805","3.746","98.06","78.67","21.33","150.27","6.65","11.283","31.976","4.718","28.52","30.052","14","2.706","0"
"EDV자사","2026-01-06","1","2.293","9.111","0.321","2.571","1.8","207.55","5.539","92.934","-3.753","310.218","20.976","4.761","0","100","0","0","24.045","2.76","1.517","0.034","2.273","1.946","3.759","171.389","92","33","83","87","18","18","44","1","38.889","53.846","42.857","66.667","28.767","30.732","0.342","0.488","65","3.821","40","4.536","0","0.914","0.776","0.138","5.237","0.914","10.178","1.776","100","0.345","8.367","1.431","10.894","65","53","4151","3.373","94.34","77.81","22.19","93.68","10.67","14.283","44.31","4.02","30.403","33.333","12","2.168","null"
"EDV자사","2026-01-07","1","2.053","9.111","0.189","1.667","1.636","204.056","4.701","79.047","-2.891","259.675","21.167","4.828","-0.667","180","0","0","21","2.303","1.387","0.032","2.326","1.981","3.387","163.485","92","33","83","87","10","18","43","1","38.889","53.846","38.462","62.5","29.492","31.731","1.017","1.442","73","3.287","26.667","4.188","0","0.865","0.788","0.077","4.527","0.865","8.954","1.712","100","0.288","7.559","1.423","11.598","65","53","3673","2.859","91.83","75.85","24.15","97.66","10.24","14.483","37.61","2.556","30.657","33.69","6","1.361","null"
"EDV자사","2026-01-08","1","2.031","8.632","0.167","1.375","1.727","201.455","4.91","75.743","-3.099","271.182","21.262","4.828","-0.615","172.727","0","0","20.434","2.428","1.472","0.028","1.887","1.894","3.472","157.84","85","33","74","80","11","19","53","1","36.842","53.846","35.714","62.5","29.293","31.579","1.01","1.435","72","3.771","25","4.766","0.251","0.918","0.836","0.066","5.064","0.902","16.667","2.967","100","0.262","15.421","2.705","12.11","61","48","4432","2.708","92.33","77.55","22.45","112.84","8.86","14.483","39.276","2.714","30.545","33.69","4","1.241","null"
"EDV자사","2026-01-09","1","2.065","6.857","0.22","1.857","1.909","171.05","10.567","63.46","-8.82","604.962","21.048","2.911","-0.615","161.538","0.143","0","4.215","3.367","1.912","0.029","1.538","1.254","2.176","106.742","83","33","72","78","13","21","65","1","42.857","52.941","30.769","44.444","28.904","30.986","0.332","0.469","74","4.318","25","10.046","0.284","0.455","0.4","0.036","10.573","0.436","59.031","2.436","87.5","0.127","57.991","2.309","11.549","59","47","3421","3.508","79.56","81.56","18.44","64.75","15.44","8.733","52.833","3.311","30.824","34.031","7","1.754","null"
"EDV자사","2026-01-10","1","2.052","6.857","0.175","1.571","1.909","211.65","10.567","71.076","-8.82","604.962","20.833","2.911","-0.769","190.909","0.143","0","4.215","3.384","2.029","0.029","1.449","1.222","2.265","116.212","83","33","72","78","11","21","69","1","42.857","52.941","30.769","44.444","29.097","31.28","0.334","0.474","75","4.318","25","10.046","0.284","0.455","0.4","0.036","10.573","0.436","59.031","2.436","87.5","0.127","57.991","2.309","11.549","59","47","4233","2.362","92.02","80.42","19.58","80.12","12.48","8.733","52.833","2.874","30.824","34.031","5","1.181","null"
"EDV자사","2026-01-11","1","1.96","6.857","0.125","1.286","1.909","243.19","10.567","70.335","-8.82","604.962","20.786","2.911","-0.923","233.333","0.125","0","4.215","3.44","2.088","0.029","1.408","1.111","2.353","106.304","85","34","72","78","9","21","71","1","42.857","52.941","30.769","44.444","28.664","30.594","0.326","0.457","76","4.318","25","10.046","0.284","0.446","0.393","0.036","10.573","0.429","59.031","2.393","87.5","0.125","57.991","2.268","11.294","59","47","5107","2.448","94.57","79.28","20.72","96.66","10.35","8.733","52.833","1.927","30.208","33","5","1.273","null"
"EDV자사","2026-01-12","1","2.152","7","0.333","3.2","1.9","233.214","10.5","53.469","-9.126","763.945","21.214","2.291","-0.25","118.75","0.857","0","4.081","3.845","2.107","0.036","1.695","1.063","1.821","107.639","86","35","72","78","16","19","59","1","31.579","40","33.333","40","27.76","29.515","0.315","0.441","79","4.64","57.143","7.968","0.278","0.69","0.476","0.19","10.566","0.667","87.925","5.548","92.857","0.31","87.649","5.238","11.216","58","48","3265","5.513","96.03","79.17","20.83","62.19","16.08","6.872","52.5","3.822","29.492","32.195","8","3.063","0"
"EDV자사","2026-01-13","1","1.969","7.524","0.323","2.222","2.1","242.833","14.034","74.311","-12.967","1315.662","24.429","1.6","-0.083","105","1.115","0","2.019","3.306","2.03","0.03","1.493","1.161","2.182","121.494","85","36","71","77","20","21","67","1","19.048","25","31.579","37.5","28.261","30.435","0.932","1.304","85","8.761","47.059","8.683","2.128","0.759","0.574","0.148","10.428","0.722","81.016","5.611","94.118","0.296","80.392","5.315","11.676","58","48","4371","4.232","95.02","79.94","20.06","103.82","9.63","3.2","42.101","5.238","29.236","32.057","12","2.517","0"
"EDV자사","2026-01-14","1","2.006","8","0.27","2.429","2.222","247.389","13.9","74.922","-13.9","Infinity","24.694","null","-0.25","117.647","0.792","null","6.381","3.355","2.091","0","0","1.032","1.97","108.396","78","35","65","70","17","20","69","0","20","28.571","33.333","40","29.012","31.602","1.235","1.732","82","8.972","47.059","8.986","2.105","0.732","0.554","0.143","10.773","0.696","84.254","5.446","94.118","0.286","83.768","5.161","10.716","56","43","4453","3.481","92.77","80.8","19.2","106.78","9.36","0","41.701","3.853","29.801","33.014","10","2.021","0"
"EDV자사","2026-01-15","1","1.872","7.261","0.2","1.75","2.091","228.273","25.879","85.168","-25.602","9316.619","25.656","0.833","-0.692","164.286","0.782","null","11.821","4.206","2.108","0","0","0.843","1.595","92.813","69","36","56","61","14","23","78","0","17.391","25","33.333","41.176","29.193","32.159","1.242","1.762","81","6.74","57.143","7.394","1.639","0.578","0.328","0.188","10.82","0.516","74.426","3.547","95.238","0.313","72.887","3.234","10.282","48","38","5022","2.987","89.68","80.96","19.04","64.68","15.46","0.833","77.638","2.955","29.412","32.701","8","1.693","0"
"EDV자사","2026-01-16","1","1.823","6.364","0.222","1.6","2","249.304","23.291","87.536","-22.874","5589.762","26.857","0.833","-0.429","137.5","0.474","null","23.808","3.173","1.947","0","0","0.917","1.737","103.724","69","36","56","61","16","22","74","0","13.636","21.429","37.5","50","29.321","32.456","1.235","1.754","82","5.963","16.949","7.292","1.667","0.538","0.323","0.154","8.934","0.477","76.657","4.092","86.441","0.785","74.653","3.308","10.515","46","38","5734","2.79","97.19","78.34","21.66","123.1","8.12","0.833","46.581","2.975","29.545","33.019","9","1.57","0"
"EDV자사","2026-01-17","1","1.845","6.364","0.242","1.6","2","207.913","23.291","86.191","-22.874","5589.762","28.046","0.833","-0.429","137.5","0.474","null","23.808","3.124","1.865","0","0","0.939","1.676","103.661","66","36","53","58","16","22","69","0","13.636","21.429","37.5","50","29.321","32.456","1.235","1.754","82","5.963","16.949","7.292","1.667","0.538","0.323","0.154","8.934","0.477","76.657","4.092","86.441","0.785","74.653","3.308","10.515","44","37","4782","3.241","88.56","78.44","21.56","102.66","9.74","0.833","46.581","3.043","29.545","33.019","9","1.882","0"
"EDV자사","2026-01-18","1","1.899","6.364","0.263","1.5","2","177.636","23.291","87.113","-22.874","5589.762","29.211","0.833","-0.5","146.667","0.474","null","23.808","3.07","1.811","0","0","1.035","1.595","107.381","66","36","53","58","15","22","67","0","13.636","21.429","37.5","50","29.321","32.456","1.235","1.754","80","5.963","16.949","7.292","1.667","0.547","0.328","0.156","8.934","0.484","76.657","4.156","86.441","0.797","74.653","3.359","10.515","44","37","3908","5.118","84.96","79.48","20.52","83.9","11.92","0.833","46.581","3.452","29.545","33.019","9","3.199","0"
"EDV자사","2026-01-19","1","1.951","3.586","0.385","1.563","2.417","184.28","26.464","88.492","-26.048","6351.429","27.337","0.833","-0.222","116","0.611","null","18.778","2.855","1.595","0","0","1.092","1.69","127.135","67","36","55","59","25","29","67","0","27.586","38.095","24","31.25","28.487","31.25","0","0","80","4.296","7.407","5","2.847","0.483","0.283","0.067","5.33","0.35","78.934","5.183","85.185","0.767","77.941","4.417","9.925","46","37","4607","5.535","86.92","75.82","24.18","87.04","11.49","0.833","52.929","5.872","30.094","33.784","16","3.147","null"
"EDV자사","2026-01-20","1","2.012","5.3","0.433","1.733","2","157.4","32.675","76.677","-32.258","7841.905","23.571","0.833","-0.222","115.385","0.632","null","19.879","3.252","1.659","0","0","1.017","1.488","123.542","68","36","56","60","26","30","68","0","36.667","50","21.739","23.077","28.986","31.967","0","0","80","3.945","6.349","4.444","2.8","0.365","0.19","0.063","4.805","0.254","81.081","4.286","68.254","0.683","84.074","3.603","9","45","40","3935","6.607","80.31","74.23","25.77","60.21","16.61","0.833","65.349","6.088","30.769","34.821","13","3.177","0"
"EDV자사","2026-01-21","1","1.952","5.469","0.426","1.857","1.778","193.957","31.209","88.873","-30.793","7490.238","19.905","0.833","-0.316","123.077","0.422","null","17.741","3.157","1.634","0","0","1.082","1.61","132.366","66","37","54","58","26","32","67","0","34.375","40.909","22.222","23.529","28.857","31.579","0","0","82","2.955","6.25","4.531","1.48","0.373","0.209","0.06","4.826","0.269","74.263","4.134","68.75","0.657","75.405","3.478","7.7","44","39","4461","5.492","91.04","72.34","27.66","71.47","13.99","0.833","62.419","6.193","30.606","34.361","12","2.466","0"
"EDV자사","2026-01-22","1","1.796","5.688","0.434","1.917","1.778","165.25","25.624","96.936","-25.624","Infinity","15.429","null","-0.474","139.13","0.708","null","6.538","2.016","1.375","0","0","1.113","1.475","128.393","65","38","53","57","23","32","55","0","34.375","39.13","19.231","17.647","28.857","31.707","0","0","83","4.23","0","7.921","1.333","0.438","0.375","0","6.63","0.375","76.519","4.328","66.102","0.609","78.548","3.719","6.429","43","39","3966","5.547","90.14","69.54","30.46","154.78","6.46","0","25.624","5.459","30.33","34.061","10","2.269","0"
"EDV자사","2026-01-23","1","1.716","5.147","0.404","1.909","2","177.08","9.311","97.333","-5.62","512.21","12.92","1.818","-0.722","161.905","0.608","0","15.2","2.047","1.4","0","0","1.115","1.45","122.321","67","40","54","58","21","34","56","0","29.412","36.364","17.857","12.5","28.895","32.245","0.567","0.816","86","5.784","9.524","9.524","1.333","0.535","0.451","0.028","9.524","0.479","77.871","3.915","38.095","0.113","80.357","3.803","5.728","43","41","4427","4.631","102.95","71.13","28.87","158.48","6.31","5.454","27.934","5.004","29.762","33.772","8","1.807","0"
"EDV자사","2026-01-24","1","1.74","5.147","0.377","1.818","2","171.769","9.311","95.09","-5.62","512.21","11.798","1.818","-0.778","170","0.608","0","15.2","1.912","1.333","0","0","1.132","1.333","125","71","40","59","62","20","34","60","0","29.412","36.364","17.857","12.5","28.895","32.245","0.567","0.816","85","5.775","9.524","9.496","1.333","0.528","0.444","0.028","9.497","0.472","77.654","3.861","38.095","0.111","80.119","3.75","5.728","44","45","4466","4.142","101.5","71.18","28.82","159.88","6.25","5.454","27.934","4.498","29.762","33.772","8","1.679","0"
"EDV자사","2026-01-25","1","1.74","5.147","0.321","2.125","2","171.769","9.311","95.09","-5.62","512.21","10.665","1.818","-0.944","200","0.508","0","15.2","1.912","1.333","0","0","1.132","1.333","125","71","40","59","62","17","34","60","0","29.412","36.364","17.857","12.5","28.814","32.114","0.565","0.813","83","5.775","9.524","9.496","1.333","0.528","0.444","0.028","9.497","0.472","77.654","3.861","38.095","0.111","80.119","3.75","5.728","44","45","4466","4.254","101.5","71.18","28.82","159.88","6.25","5.454","27.934","3.807","29.762","33.772","7","1.455","0"
"EDV자사","2026-01-26","1","1.684","5.222","0.42","1.75","1.929","164.25","6.782","77.031","-3.723","373.055","10.125","1.818","-0.333","128.571","0.925","0","39.75","2.057","1.6","0.075","4.688","0.8","1","78.4","73","42","59","62","21","27","64","3","18.519","20","16","14.286","28.532","31.746","0.831","1.19","83","13.002","48.387","16.452","0","1.227","0.773","0.455","21.774","1.227","75","4.227","77.419","0.727","74.516","3.5","7.065","44","45","3942","4.947","89.59","72.98","27.02","193.76","5.16","5.454","20.345","4.995","29.326","33.19","6","1.268","null"
"EDV자사","2026-01-27","1","1.45","2.304","0.409","1.636","2.4","173.391","1.518","91.612","0.225","83.526","10.646","1.818","-0.429","133.333","1","0","47.667","1.578","1.462","0.103","7.018","0.773","0.872","85.833","73","42","59","62","18","24","57","4","8.333","8.333","13.636","16.667","28.375","31.873","0.551","0.797","86","14.286","61.818","16.484","0","1.411","0.804","0.607","24.085","1.411","77.744","4.554","96.364","0.946","73.993","3.607","8.932","44","45","3988","4.012","99.7","69.93","30.07","875.49","1.14","5.454","4.555","4.54","29.107","33.191","4","0.878","0"
"EDV자사","2026-01-28","1","1.402","1.773","0.326","1.556","2.2","152.727","3.917","84.208","-2.753","824.561","10.929","0.95","-0.727","157.143","1.094","0","32.643","1.611","1.268","0.098","7.692","0.86","0.902","110.4","72","42","58","61","14","22","52","4","4.545","10","10","0","28.453","32.389","0.552","0.81","84","26.367","64.286","18.11","0","1.577","0.885","0.692","26.452","1.577","87.419","5.212","96.429","1.038","85.433","4.173","11.563","43","44","3360","4.018","88.42","70.8","29.2","214.47","4.66","1.9","15.667","3.811","28.857","33.191","3","0.893","0"
"EDV자사","2026-01-29","1","1.421","1.684","0.371","1.625","2.111","141.55","4.638","81.9","-3.515","1104.308","11.393","0.7","-0.6","146.154","1","null","34.316","1.805","1.256","0.103","8.163","0.914","0.821","111.594","72","42","58","61","13","19","49","4","5.263","12.5","11.111","0","28.375","32.258","0.551","0.806","82","25.26","64.286","15.652","33.333","1.825","0.9","0.9","25.175","1.8","89.86","6.425","96.429","1.35","88.261","5.075","14.355","43","45","2831","5.828","91.32","70.26","29.74","122.08","8.19","2.1","23.19","4.2","28.857","33.191","3","2.649","0"
"EDV자사","2026-01-30","1","1.42","2.412","0.69","2","1.889","104.591","4.569","88.629","-4.569","Infinity","11.321","null","0.231","85","0.464","null","28.444","1.733","1.162","0.108","9.302","1.103","0.865","125.694","72","43","58","61","20","17","43","4","5.882","11.111","6.25","0","27.882","31.395","0.804","1.163","85","32.364","68.235","16.043","33.333","3.296","1.111","2.148","32.353","3.259","94.485","9.519","98.824","3.111","92.513","6.407","14.222","44","45","2301","8.475","85.22","70.58","29.42","100.72","9.93","0","22.845","7.794","28.775","33.051","12","4.998","0"
"EDV자사","2026-01-31","1","1.431","2.412","0.487","2.111","1.889","123.76","4.569","87.247","-4.569","Infinity","11.25","null","0.167","89.474","0.464","null","28.444","1.891","1.361","0.111","8.163","0.897","0.972","112.346","69","43","59","59","19","17","49","4","5.882","11.111","6.25","0","27.882","31.395","0.804","1.163","85","30.53","67.816","17.674","5.263","2.579","1","1.553","32.119","2.553","94.04","7.474","98.851","2.263","92.093","5.211","14.222","44","44","3094","5.818","88.4","68.29","31.71","135.43","7.38","0","22.845","7.044","28.775","33.051","11","3.555","0"
"EDV자사","2026-02-01","1","1.466","2.412","0.436","1.889","1.889","123.76","4.569","87.247","-3.641","2284.524","10.048","1","0","100","0.5","null","28.444","1.891","1.361","0.111","8.163","0.897","0.972","112.346","69","43","59","59","17","17","49","4","5.882","11.111","6.25","0","27.882","31.395","0.804","1.163","85","30.53","67.816","17.674","5.263","2.579","1","1.553","32.119","2.553","94.04","7.474","98.851","2.263","92.093","5.211","14.222","44","44","3094","7.919","88.4","68.29","31.71","135.43","7.38","1","22.845","5.495","28.775","33.051","11","5.01","0"
"EDV자사","2026-02-02","1","1.607","3.824","0.914","2","1.545","162.778","5.808","109.639","-3.808","290.377","9.905","12","0.833","53.125","0.5","0","17.655","1.967","1.063","0.031","2.941","1","1.094","150.833","69","43","59","59","32","17","34","1","17.647","37.5","0","0","27.11","30.292","0.767","1.095","86","34.351","68.889","19.403","5.263","1.125","0.325","0.775","39.286","1.1","97.321","2.725","100","1.125","95.522","1.6","12.385","44","44","2930","13.481","94.52","69.08","30.92","84.09","11.89","12","34.845","10.624","28.852","33.333","20","7.679","0"
"EDV자사","2026-02-03","1","1.805","3.174","1.424","2.611","2.091","211.867","5.036","115.121","-2.196","209.821","8.772","12","1.333","48.936","0.457","null","30.118","1.682","1.067","0","0","0.879","0.967","142.017","69","43","58","58","47","23","32","0","13.043","16.667","4.762","10","26.044","28.671","0.491","0.699","85","32.54","67.5","20","4.762","1.108","0.351","0.73","38.095","1.081","97.143","2.757","100","1.081","95.385","1.676","9.711","44","43","3178","13.531","109.59","69.01","30.99","126.22","7.92","12","25.179","15.39","28.338","32.52","25","7.552","0"
"EDV자사","2026-02-04","1","2.946","3.042","1.219","2.294","1.846","209.625","3.383","111.415","-0.306","112.758","8.802","12","0.833","61.538","0.274","null","33","1.444","1.121","0","0","0.688","0.667","106.622","72","44","61","61","39","24","37","0","12.5","12.5","5","8.333","26.238","29.078","0.495","0.709","82","35.577","65.789","24.444","4.762","1.028","0.306","0.694","43.373","1","96.386","2.222","100","1.056","93.333","1.167","8.362","46","44","3354","12.075","111.8","67.53","32.47","247.88","4.03","12","13.531","11.941","27.957","32","23","6.559","0"
