GROUP,snapdate,인당 프로젝트수,인당 상시잔여이슈,이슈 처리일,Commit당 이슈발생,인당 이슈Inflow(발생),인당 이슈Outflow(해결),인당 코드 변경량,인당 개발산출물Outflow(해결),인당 Commit코드 변경량,인당 개발산출물 Burndown,개발산출물 처리율 (Outflow/Inflow),인당 개발산출물 상시잔여수,인당 개발산출물Inflow(발생),인당 이슈 Burndown,이슈 처리율(Outflow/Inflow),이슈 최초대응일,개발산출물 최초대응일,개발산출물 처리일,인당 개발산출물+Review Outflow,인당 Review수,인당 Reject수,Reject/Review율[리뷰관점],Commit당 Rejected수(AI+Reviewer)[리뷰관점],인당 Rejected수(AI+Reviewer)[리뷰관점],인당 Rejected(AI+RV)/Commit율[리뷰관점],활성개발자수,이슈 활성개발자수,Code 활성개발자수,산출물 활성개발자수,이슈Inflow(발생),이슈Outflow(해결),Code Review수,Code Reject수,완료이슈 Reopen율,진성완료이슈 Reopen율,ShiftLeft Reopen율[내부],진성ShiftLeft Reopen율[내부],누적전체이슈 Reopen율[내부],누적진성전체이슈 Reopen율[내부],누적전체이슈 대비 잔여이슈Reopen율[내부],누적진성전체이슈 대비 잔여이슈Reopen율[내부],이슈 쏠림[내부],인라인 리뷰 코드수정비율[내부],인라인 개발자리뷰 코드수정비율[내부],인라인 AI리뷰 코드수정비율[내부],인라인 정적분석 코드수정비율[내부],커밋당 인라인 리뷰 코드수정횟수[내부],커밋당 인라인 AI리뷰 코드수정횟수[내부],커밋당 인라인 개발자리뷰 코드수정횟수[내부],인라인 개발자+AI리뷰 코드수정비율[내부],커밋당 인라인 개발자+AI리뷰 코드수정횟수[내부],인라인 개발자+AI리뷰 코드수정or응답 비율[내부],커밋당 인라인 개발자+AI리뷰 코드수정or응답 횟수[내부],인라인 개발자리뷰 코드수정or응답 비율[내부],커밋당 인라인 개발자리뷰 코드수정or응답 횟수[내부],인라인 AI리뷰 코드수정or응답 비율[내부],커밋당 인라인 AI리뷰 코드수정or응답 횟수[내부],평균 잔여이슈Age[내부],Commit 활성개발자수[내부],Review 활성개발자수[내부],코드 변경량(TOTAL LOC),이슈결함밀도(이슈Inflow/변경kLOC),Commit당 코드 변경량(LOC) [내부],코드 삽입율(Insert LOC/Total LOC) [내부],코드 삭제율(Delete LOC/Total LOC) [내부],코드 수정 밀도 (Total LOC / 개발산출물 Outflow) [내부],개발산출물 밀도 (개발산출물 Outflow/Total LOC*1000) [내부],개발산출물 Inflow [내부],개발산출물 Outflow [내부],이슈결함밀도2(이슈Inflow/변경kLOC)[내부],누적완료이슈 Reopen율[내부],누적진성완료이슈 Reopen율[내부],진성이슈Inflow(발생)[내부],진성이슈결함밀도(이슈Inflow/변경kLOC)[내부],잔여이슈 Reopen율[내부]
"PARTNER_TOTAL","2026-02-03","1","3.719","6.612","1.491","3.744","3.988","195.22","2.915","87.11","-1.968","426.786","25.755","2.333","-0.014","100.455","0.323","0.143","50.933","3.912","3.411","0.031","0.913","0.559","0.769","71.897","539","373","456","485","659","662","1095","10","14.955","11.25","13.957","13.221","17.336","15.414","0.304","0.447","89","10.508","25.822","8.067","11.783","0.432","0.245","0.112","10.274","0.357","56.276","1.955","56.808","0.245","56.2","1.71","15.873","280","398","31040","21.263","83.22","74.23","25.77","129.87","7.7","56","239","20.927","17.835","16.03","353","11.501","16.667"
"PARTNER_TOTAL","2026-02-04","1","5.825","6.137","1.624","3.693","4.429","188.803","2.548","85.846","-1.628","350.82","25.726","2.346","-0.248","107.867","0.305","0","54.893","3.68","3.301","0.026","0.777","0.506","0.66","64.756","542","378","454","484","661","713","1030","8","13.745","10.314","14.523","12.391","17.281","15.375","0.29","0.428","90","9.433","23.308","7.494","13.178","0.292","0.191","0.066","9.07","0.256","51.799","1.464","57.143","0.161","51.207","1.303","15.451","278","393","28698","23.869","81.53","76.56","23.44","134.1","7.46","61","214","22.13","17.711","15.901","361","13.102","7.692"
"PARTNER_TOTAL","2026-02-05","1","5.725","5.852","1.733","3.791","4.528","178.183","2.824","83.804","-2.075","510.638","25.141","1.88","-0.398","112.412","0.224","0","53.171","3.763","3.225","0.045","1.393","0.584","0.716","69.874","546","378","459","488","709","797","1077","15","16.311","10.87","14.649","10.623","17.381","15.408","0.329","0.486","90","9.097","24.675","7.241","6.957","0.277","0.179","0.081","9.285","0.26","51.218","1.432","62.987","0.206","49.655","1.226","14.73","283","397","29222","24.228","83.73","74.59","25.41","121.76","8.21","47","240","24.482","17.773","15.874","391","12.833","0"
"PARTNER_TOTAL","2026-02-06","1","5.569","5.409","1.561","3.95","4.649","197.988","2.138","77.318","-1.16","241.558","24.727","2.75","-0.483","114.427","0.216","0","64.559","3.971","3.67","0.043","1.167","0.572","0.792","76.677","548","380","458","488","707","809","1200","14","13.721","9.886","14.188","10.751","17.439","15.523","0.416","0.616","91","8.56","14.371","7.959","7.907","0.306","0.223","0.049","8.651","0.272","51.646","1.623","50.299","0.17","51.809","1.452","14.743","281","396","31678","22.397","81.64","74.51","25.49","170.31","5.87","77","186","23.218","17.741","15.857","359","11.364","0"
"PARTNER_TOTAL","2026-02-07","1","10.457","7.831","2.052","3.934","4.509","170.358","2.057","78.937","-1.096","235.526","24.645","2.714","-0.155","104.494","0.219","0","61.2","3.44","3.186","0.042","1.308","0.611","0.679","82.5","551","384","456","486","712","744","994","13","12.366","8.861","14.382","11.448","17.083","15.493","0.487","0.806","84","11.238","16.406","10.737","9.091","0.316","0.231","0.056","11.518","0.287","70.183","1.748","51.563","0.177","73.159","1.571","14.743","280","392","23339","29.8","81.6","74.18","25.82","130.39","7.67","76","179","25.883","17.373","15.86","361","15.168","0"
"PARTNER_TOTAL","2026-02-08","1","5.605","4.179","2.003","3.793","4.486","167.949","2.138","78.839","-1.149","238.462","24.909","2.786","-0.53","116.937","0.198","0","64.559","3.252","2.957","0.043","1.471","0.608","0.689","82.276","547","380","456","486","679","794","884","13","14.106","9.921","15.017","12.121","17.437","15.515","0.398","0.589","90","11.692","16.406","11.375","8.871","0.317","0.235","0.054","12.069","0.289","71.013","1.698","51.563","0.17","74.125","1.528","14.743","280","392","23009","28.424","81.02","74.21","25.79","123.7","8.08","78","186","29.3","17.707","15.809","347","14.733","0"
"PARTNER_TOTAL","2026-02-09","1","5.617","4.146","1.501","3.594","4.31","194.664","2.111","82.726","-1.221","259.091","25.325","2.64","-0.756","126.073","0.216","0","58.684","3.675","3.422","0.049","1.43","0.678","0.869","84.371","542","379","450","479","629","793","1119","16","19.672","17.375","15.21","11.828","17.766","15.947","0.473","0.7","90","10.434","13.83","10","9.249","0.3","0.211","0.055","10.606","0.266","71.801","1.803","43.085","0.171","77.2","1.632","15.22","280","389","29589","19.467","84.3","75.29","24.71","173.04","5.78","66","171","23.917","17.964","16.14","331","10.274","0"
"PARTNER_TOTAL","2026-02-10","1","5.371","4.332","1.115","3.534","4.295","205.259","1.638","82.334","-0.468","143.939","26.292","3.3","-1.356","156.023","0.238","0","55.032","3.947","3.826","0.046","1.195","0.714","1.021","87.649","541","379","453","480","523","816","1255","15","21.691","20.404","11.111","7.747","17.677","15.859","0.289","0.428","91","10.426","17.222","9.6","8.242","0.277","0.188","0.061","10.763","0.248","62.712","1.445","46.667","0.164","65.6","1.281","15.899","286","389","33252","15.217","83.55","77.45","22.55","350.02","2.86","66","95","16.645","17.978","16.221","277","8.03","0"
"PARTNER_TOTAL","2026-02-11","1","3.259","4.659","1.01","3.349","3.853","209.795","2.104","84.783","-1","204.348","26.505","2.875","-1.227","155.215","0.232","0.054","57.631","4.069","3.899","0.049","1.259","0.764","1.135","94.631","537","373","452","479","489","759","1271","16","22.661","22.437","9.978","6.412","17.66","15.818","0.281","0.417","91","10.489","21.229","9.056","8.197","0.317","0.203","0.081","10.831","0.285","60.831","1.6","46.369","0.178","63.298","1.422","16.413","285","389","34826","13.223","84.94","77.67","22.33","246.99","4.05","69","141","14.366","17.965","16.184","257","6.848","0"
"PARTNER_TOTAL","2026-02-12","1","3.161","4.486","0.902","3.13","3.884","213.256","1.885","81.672","-0.552","147.436","26.652","3.25","-1.532","178.009","0.23","0.479","67.296","3.98","3.969","0.041","1.03","0.699","1.053","81.957","536","372","451","477","432","769","1262","13","21.066","20.952","9.059","6.452","17.559","15.754","0.245","0.364","91","9.035","24.074","6.757","7.692","0.307","0.169","0.102","9.253","0.271","61.032","1.786","46.296","0.195","63.514","1.591","17.053","284","388","34121","13.35","83.43","78.54","21.46","296.7","3.37","78","115","12.531","17.824","16.074","220","6.814","0"
"PARTNER_TOTAL","2026-02-13","1","3.165","4.917","0.889","3.303","3.761","226.924","1.792","92.44","-0.804","190","26.738","3.333","-1.191","154.697","0.166","0.479","52.168","4.208","4.105","0.071","1.735","0.883","1.356","100.874","535","375","450","476","479","741","1441","25","19.838","19.884","9.541","6.312","17.518","15.738","0.295","0.438","91","7.712","28.302","5.447","8","0.245","0.146","0.083","7.692","0.229","60.334","1.793","51.887","0.152","61.254","1.642","17.356","280","386","41981","11.422","90.48","77.23","22.77","441.91","2.26","50","95","12.588","17.759","16.018","245","5.836","0"
"PARTNER_TOTAL","2026-02-14","1","3.112","4.944","0.892","3.31","3.663","225.238","1.792","91.689","-0.821","193.878","26.979","3.267","-1.087","149.583","0.156","0.479","52.168","4.191","4.088","0.071","1.737","0.877","1.341","100.707","533","373","450","476","480","718","1439","25","20.195","20.2","9.512","6.154","17.517","15.737","0.295","0.438","91","7.712","28.302","5.447","8","0.246","0.146","0.083","7.692","0.229","60.334","1.798","51.887","0.152","61.254","1.646","17.356","280","386","41669","11.267","90","77.38","22.62","438.62","2.28","49","95","11.476","17.759","16.018","245","5.784","0"
"PARTNER_TOTAL","2026-02-15","1","3.097","5.031","0.853","3.279","3.515","225.238","1.792","91.689","-0.821","193.878","27.354","3.267","-1.028","148.584","0.15","0.479","52.168","4.191","4.088","0.071","1.737","0.877","1.341","100.707","532","372","449","476","459","682","1439","25","20.821","21.186","9.198","5.766","17.517","15.737","0.295","0.438","90","7.712","28.302","5.447","8","0.246","0.146","0.083","7.692","0.229","60.334","1.798","51.887","0.152","61.254","1.646","17.356","280","385","41669","9.959","90","77.38","22.62","438.62","2.28","49","95","11.015","17.759","16.018","237","5.04","0"
"PARTNER_TOTAL","2026-02-16","1","3.112","4.84","0.849","2.876","2.994","202.596","1.72","92.198","-0.885","215","27.575","3.077","-0.742","138.814","0.148","0","55.5","3.619","3.5","0.067","1.928","0.895","1.199","100.091","529","371","447","474","371","515","1141","22","13.592","12.5","8.514","5.439","17.521","15.744","0.312","0.463","90","8.718","54.348","5.907","4.348","0.291","0.179","0.107","8.851","0.286","59.049","1.91","86.957","0.171","57.243","1.739","17.332","279","384","33631","10.437","89.21","77.31","22.69","391.06","2.56","40","86","9.854","17.762","16.021","183","4.981","0"
"PARTNER_TOTAL","2026-02-17","1","3.26","4.835","1.038","2.955","2.593","165.34","1.66","88.116","-0.86","222.857","28.532","2.692","-0.26","113.595","0.12","0","57.295","2.884","2.751","0.072","2.622","0.981","1.026","105.199","520","365","442","468","331","376","839","22","9.84","7.336","11.26","8.73","17.505","15.725","0.334","0.496","89","10.153","55.556","6.737","9.091","0.457","0.276","0.172","10.176","0.448","68.493","3.017","91.667","0.284","66.737","2.733","17.37","278","378","24305","13.166","88.7","75.52","24.48","311.6","3.21","35","78","11.426","17.761","16.018","152","5.986","0"
"PARTNER_TOTAL","2026-02-18","1","3.344","4.81","1.266","3.186","2.374","164.681","1.583","96.271","0.2","82.609","29.12","2.091","0.243","88.35","0.031","0","39.316","2.367","2.332","0.069","2.941","1.045","0.921","104.561","517","360","440","466","309","273","646","19","8.791","7.33","7.749","3.846","17.457","15.661","0.328","0.485","88","8.651","50","6.094","10","0.354","0.229","0.115","8.616","0.344","68.93","2.75","90.909","0.208","67.59","2.542","17.25","275","375","19597","12.91","93.77","74.4","25.6","1031.42","0.97","23","19","14.077","17.766","16.026","139","5.868","0"
"PARTNER_TOTAL","2026-02-19","1","3.402","5.748","1.145","2.985","1.716","159.846","1.25","104.512","-0.083","111.111","29.471","1.5","0.636","64.467","0","0","37","2.047","2.022","0.057","2.796","1.174","0.878","116.546","513","358","434","462","197","127","465","13","12.598","13.187","8.397","3.488","17.538","15.772","0.397","0.587","87","7.616","60","6.529","16.667","0.299","0.247","0.039","7.432","0.286","60.811","2.338","100","0.065","60.137","2.273","18.698","269","372","14546","13.2","98.28","74.73","25.27","1454.6","0.69","9","10","11.54","17.794","16.056","91","5.844","0"
"PARTNER_TOTAL","2026-02-20","1","3.66","8.532","1.598","3.74","1.469","139.75","1","90.154","0.5","50","29.294","2","1.972","25.134","1.2","null","36","1.591","1.585","0.08","5.018","1.205","0.801","128.013","513","358","436","463","187","47","279","14","29.787","57.143","15.152","11.111","17.481","15.721","0.366","0.542","88","4.398","43.636","1.447","0","0.895","0.263","0.632","4.558","0.895","95.71","18.789","98.182","1.421","95.514","17.368","19.194","270","370","8385","22.242","87.34","70.77","29.23","8385","0.12","2","1","16.31","17.806","16.104","79","9.422","0"
"PARTNER_TOTAL","2026-02-21","1","3.754","8.532","1.603","3.647","1.469","139.75","1","90.154","-1","Infinity","29.304","null","1.931","25.269","1.2","null","36","1.603","1.598","0.08","5.036","1.216","0.81","129.841","513","358","435","462","186","47","278","14","29.787","57.143","15.152","11.111","17.493","15.736","0.378","0.559","87","4.398","43.636","1.447","0","0.895","0.263","0.632","4.558","0.895","95.71","18.789","98.182","1.421","95.514","17.368","19.194","268","370","8385","22.182","87.34","70.77","29.23","8385","0.12","0","1","22.182","17.808","16.105","79","9.422","0"
"PARTNER_TOTAL","2026-02-22","1","3.844","8.532","1.603","3.647","1.469","139.75","1","90.154","0","100","29.314","1","1.931","25.269","1.2","null","36","1.603","1.598","0.08","5.036","1.216","0.81","129.841","513","357","435","462","186","47","278","14","29.787","57.143","15.152","11.111","17.493","15.736","0.378","0.559","88","4.398","43.636","1.447","0","0.895","0.263","0.632","4.558","0.895","95.71","18.789","98.182","1.421","95.514","17.368","19.194","268","370","8385","27.132","87.34","70.77","29.23","8385","0.12","1","1","22.182","17.808","16.105","79","11.568","0"
"PARTNER_TOTAL","2026-02-23","1","3.641","7.451","1.65","2.717","1.742","144.179","1.5","92.62","0.8","42.857","28.929","2.333","0.764","60.223","0.535","null","56.667","1.798","1.793","0.068","3.769","1.178","0.865","131.601","512","359","431","458","269","162","398","15","21.605","31.915","11.628","9.524","17.416","15.677","0.329","0.487","88","5.131","43.86","2.387","0","0.896","0.375","0.521","5.302","0.896","91.492","15.458","96.491","1.146","91.114","14.313","19.648","262","365","12111","25.06","86.51","74.89","25.11","4037","0.25","7","3","26.249","17.81","16.16","115","10.817","0"
"PARTNER_TOTAL","2026-02-24","1","9.204","8.432","1.426","2.748","2.331","164.377","0.939","89.161","-0.514","258.333","28.828","3","0.165","91.716","0.413","null","62.323","2.203","2.21","0.063","2.838","1.105","0.967","130.366","521","378","426","454","338","310","599","17","20.645","24.862","9.195","4.255","16.156","14.275","0.281","0.386","81","7.113","45.455","4.467","0","0.958","0.542","0.417","7.348","0.958","84.452","11.014","96.97","0.889","83.505","10.125","20.11","257","358","17424","21.809","85.41","77.34","22.66","562.06","1.78","12","31","22.888","16.382","14.505","147","9.556","0"
"PARTNER_TOTAL","2026-02-25","1","8.618","7.015","1.22","3.103","2.969","176.173","1.171","85.695","-0.565","218.182","28.504","3.667","-0.309","113.981","0.314","null","91.146","2.791","2.729","0.083","3.044","1.121","1.194","127.037","523","378","433","459","422","481","887","27","17.672","21.181","4.348","2.155","16.205","14.372","0.31","0.426","80","7.902","43.421","4.742","15.789","0.778","0.417","0.306","7.61","0.722","84.488","8.019","92.105","0.648","83.878","7.37","20.568","257","364","24488","19.785","84.44","75.74","24.26","510.17","1.96","22","48","20.137","16.368","14.522","186","8.494","0"
"PARTNER_TOTAL","2026-02-26","1","8.083","6.494","1.299","3.529","3.328","199.8","1.159","84.992","-0.5","196.154","27.887","3.714","-0.155","105.85","0.259","null","94.314","3.177","3.12","0.079","2.538","1.057","1.305","123.637","525","384","428","457","547","579","1064","27","15.371","17.949","4.854","1.706","16.174","14.354","0.337","0.464","81","8.843","46.429","5.561","13.846","0.856","0.472","0.312","8.559","0.784","81.135","7.432","91.667","0.616","80.302","6.816","20.752","255","360","30969","18.147","86.75","75.8","24.2","607.24","1.65","26","51","19.727","16.327","14.488","230","8.056","0"
"PARTNER_TOTAL","2026-02-27","1","7.599","5.869","1.722","3.771","3.711","183.455","1.5","84.572","-0.793","243.75","26.222","2.286","-0.56","120.277","0.162","0","89.256","2.836","2.757","0.043","1.546","0.961","1.056","108.836","522","386","423","454","577","694","841","13","14.121","15.193","4.677","1.579","16.19","14.397","0.361","0.497","80","17.241","47.368","13.66","23.684","0.792","0.525","0.178","16.667","0.703","54.93","2.317","71.053","0.267","53.351","2.05","21.214","251","356","24583","23.634","86.26","77.99","22.01","315.17","3.17","32","78","20.773","16.293","14.466","269","11.024","0"
"PARTNER_TOTAL","2026-02-28","1","7.058","5.603","1.716","3.75","4.143","183.875","1.5","84.161","-0.793","243.75","26.139","2.286","-0.938","133.846","0.164","0","89.256","2.886","2.81","0.042","1.512","0.953","1.062","107.872","512","375","418","450","585","783","860","13","13.665","14.313","4.249","1.336","16.221","14.434","0.353","0.486","78","17.241","47.368","13.66","23.684","0.792","0.525","0.178","16.667","0.703","54.93","2.317","71.053","0.267","53.351","2.05","21.214","250","352","25007","23.333","85.93","77.97","22.03","320.6","3.12","32","78","23.593","16.273","14.443","273","10.917","0"
"PARTNER_TOTAL","2026-03-01","1","6.549","5.562","1.707","3.684","4.196","183.875","1.5","84.161","-0.81","251.613","26.194","2.214","-0.986","136.254","0.166","0","89.256","2.889","2.814","0.042","1.51","0.953","1.062","107.872","512","374","418","450","582","793","861","13","13.493","14.068","4.19","1.31","16.223","14.437","0.353","0.486","77","17.241","47.368","13.66","23.684","0.792","0.525","0.178","16.667","0.703","54.93","2.317","71.053","0.267","53.351","2.05","21.214","250","352","25007","22.394","85.93","77.97","22.03","320.6","3.12","31","78","23.273","16.266","14.435","273","10.297","0"
