GROUP,snapdate,인당 프로젝트수,인당 상시잔여이슈,이슈 처리일,Commit당 이슈발생,인당 이슈Inflow(발생),인당 이슈Outflow(해결),인당 코드 변경량,인당 개발산출물Outflow(해결),인당 Commit코드 변경량,인당 개발산출물 Burndown,개발산출물 처리율 (Outflow/Inflow),인당 개발산출물 상시잔여수,인당 개발산출물Inflow(발생),인당 이슈 Burndown,이슈 처리율(Outflow/Inflow),이슈 최초대응일,개발산출물 최초대응일,개발산출물 처리일,인당 개발산출물+Review Outflow,인당 Review수,인당 Reject수,Reject/Review율[리뷰관점],Commit당 Rejected수(AI+Reviewer)[리뷰관점],인당 Rejected수(AI+Reviewer)[리뷰관점],인당 Rejected(AI+RV)/Commit율[리뷰관점],활성개발자수,이슈 활성개발자수,Code 활성개발자수,산출물 활성개발자수,이슈Inflow(발생),이슈Outflow(해결),Code Review수,Code Reject수,완료이슈 Reopen율,진성완료이슈 Reopen율,잔여이슈 Reopen율[내부],ShiftLeft Reopen율[내부],진성ShiftLeft Reopen율[내부],누적전체이슈 Reopen율[내부],누적진성전체이슈 Reopen율[내부],누적전체이슈 대비 잔여이슈Reopen율[내부],누적진성전체이슈 대비 잔여이슈Reopen율[내부],이슈 쏠림[내부],인라인 리뷰 코드수정비율[내부],인라인 개발자리뷰 코드수정비율[내부],인라인 정적분석 코드수정비율[내부],커밋당 인라인 리뷰 코드수정횟수[내부],커밋당 인라인 AI리뷰 코드수정횟수[내부],커밋당 인라인 개발자리뷰 코드수정횟수[내부],인라인 개발자+AI리뷰 코드수정비율[내부],커밋당 인라인 개발자+AI리뷰 코드수정횟수[내부],인라인 개발자+AI리뷰 코드수정or응답 비율[내부],커밋당 인라인 개발자+AI리뷰 코드수정or응답 횟수[내부],인라인 개발자리뷰 코드수정or응답 비율[내부],커밋당 인라인 개발자리뷰 코드수정or응답 횟수[내부],커밋당 인라인 AI리뷰 코드수정or응답 횟수[내부],평균 잔여이슈Age[내부],Commit 활성개발자수[내부],Review 활성개발자수[내부],코드 변경량(TOTAL LOC),이슈결함밀도(이슈Inflow/변경kLOC),Commit당 코드 변경량(LOC) [내부],코드 삽입율(Insert LOC/Total LOC) [내부],코드 삭제율(Delete LOC/Total LOC) [내부],코드 수정 밀도 (Total LOC / 개발산출물 Outflow) [내부],개발산출물 밀도 (개발산출물 Outflow/Total LOC*1000) [내부],개발산출물 Inflow [내부],개발산출물 Outflow [내부],이슈결함밀도2(이슈Inflow/변경kLOC)[내부],누적완료이슈 Reopen율[내부],누적진성완료이슈 Reopen율[내부],진성이슈Inflow(발생)[내부],진성이슈결함밀도(이슈Inflow/변경kLOC)[내부],인라인 AI리뷰 코드수정비율[내부],인라인 AI리뷰 코드수정or응답 비율[내부]
"협력사전체","2025-08-25","1","2.15","6.314","0.332","2.4","2.914","267.802","2.6","107.827","11.895","10.317","88.704","21","-1.043","176.042","0.192","null","76.423","3.915","3.869","0.051","1.321","1.104","2.328","117.735","201","147","168","178","96","169","530","7","27.219","21.818","0","18.321","13.793","16.221","13.853","0.362","0.481","91","7.351","51.429","14.286","0.659","0.591","0.065","7.332","0.656","27.845","2.491","94.286","0.118","2.373","18.436","145","122","23031","5.71","98","67.73","32.27","885.81","1.13","252","26","4.695","16.214","13.772","69","4.364","6.705","26.9"
"협력사전체","2025-09-01","1","2.44","6.364","0.522","2.982","2.424","279.165","7.105","94.095","3","65.217","88.446","41.4","0.324","85.629","0.2","0","135.185","4.875","4.079","0.058","1.411","1.306","3.007","145.204","202","152","168","179","167","143","567","8","24.476","22.414","0","16.071","12.088","16.388","13.986","0.659","0.867","89","7.079","31.579","4.082","0.595","0.558","0.019","7.252","0.576","24.618","1.956","94.737","0.056","1.9","18.267","141","120","25404","6.121","93.05","68.03","31.97","188.18","5.31","207","135","6.896","16.239","13.685","132","4.94","7.07","24.092"
"협력사전체","2025-09-08","1","2.864","4.447","0.637","2.571","3.143","185.43","6.333","94.864","13.423","24.622","92.947","42.091","-0.72","137.5","0.143","null","150.447","3.458","2.783","0.014","0.521","1.23","2.014","127.888","200","152","168","179","144","198","384","2","23.232","21.341","0","14.013","12.214","16.587","14.249","0.646","0.845","90","4.928","11.765","2.632","0.973","0.864","0.014","5.443","0.878","33.966","5.476","82.353","0.095","5.381","19.653","143","115","17245","8.06","89.82","65.69","34.31","151.27","6.61","463","114","6.753","16.391","13.904","119","6.408","5.397","33.617"
"협력사전체","2025-09-15","1","2.547","9.747","0.445","2.233","2.441","277.094","34.75","111.058","-2.448","111.378","97.48","44.571","-0.386","123.881","0.17","0","16.104","8.187","3.701","0.076","2.064","1.399","2.924","154.748","198","151","169","179","134","166","533","11","24.699","27.007","0","12.308","11.504","16.483","14.203","0.353","0.461","89","9.326","54.545","17.937","1.212","1.057","0.02","8.798","1.077","21.006","2.572","90.909","0.034","2.539","17.654","143","121","26601","5.169","104.32","67.93","32.07","38.27","26.13","624","695","6.112","16.551","14.215","102","4.079","8.66","20.794"
"협력사전체","2025-09-22","1","2.387","6.053","0.445","2.238","2.935","245.67","11.857","96.026","4.174","63.359","99.584","21.833","-0.904","160.284","0.137","0","109.739","5.455","4.417","0.079","1.792","2.069","4.719","209.617","203","158","167","181","141","226","614","11","20.354","19.186","4.167","16.111","12.245","16.399","14.109","0.201","0.262","90","6.81","62.5","5.315","1.461","1.295","0.047","6.984","1.342","27.921","5.364","95.833","0.072","5.292","12.288","142","120","23830","5.35","92.36","66","34","143.55","6.97","262","166","5.592","16.569","14.264","115","4.343","6.766","27.654"
"협력사전체","2025-09-29","1","2.299","5.768","0.343","1.966","2.855","276.029","10.762","108.475","2.308","79.021","97.881","40.857","-0.787","155.263","0.139","0","148.934","5.719","4.289","0.028","0.657","1.904","4.451","210.333","204","161","167","180","114","177","609","4","23.164","18.31","0","11.429","9.565","16.407","14.131","0.198","0.258","89","8.299","57.143","18.478","1.169","1.042","0.024","7.882","1.066","41.772","5.651","92.857","0.039","5.611","12.385","140","122","28983","3.105","100.64","66.98","33.02","128.24","7.8","286","226","4.317","16.52","14.221","92","2.467","7.728","41.613"
"협력사전체","2025-10-06","1","2.054","5.203","0.369","1.65","1.881","218.266","14.167","111.127","-0.636","108.974","105.266","13","-0.197","119.697","0.046","null","55.459","3.384","2.704","0.008","0.296","1.201","1.72","112.451","201","161","166","179","66","79","338","1","15.19","11.765","0","18.31","14.516","16.4","14.096","0.239","0.31","93","4.196","41.667","2.564","0.656","0.611","0.028","4.267","0.639","14.36","2.15","91.667","0.061","2.089","12.777","140","125","17243","4.698","111.97","69.82","30.18","202.86","4.93","78","85","2.856","16.459","14.118","51","3.886","4.1","14.014"
"협력사전체","2025-10-13","1","2.166","7.071","0.558","2.286","2.227","250.635","18.111","121.705","-5.889","285.965","104.434","5.182","-0.033","102.083","0.168","0","149.816","4.784","3.351","0","0","1.279","2.268","137.154","191","151","162","175","96","98","325","0","11.224","10.465","0","17.647","18.987","16.249","13.948","0.208","0.269","91","6.056","42.857","0.988","0.723","0.653","0.017","10.061","0.671","38.855","2.59","71.429","0.029","2.561","15.992","133","124","15790","6.555","108.9","70.15","29.85","96.87","10.32","57","163","5.812","16.375","14.049","83","5.225","9.86","38.656"
"협력사전체","2025-10-20","1","2.087","4.927","0.297","2.018","2.196","345.311","11.3","107.427","-0.323","104.63","102.045","10.8","-0.152","110.811","0.132","0.4","91.836","6.099","4.638","0.029","0.625","1.203","3.261","116.097","195","154","161","173","111","123","640","4","14.634","14.706","null","16.935","14.141","16.238","13.903","0.136","0.176","92","8.45","40","13.744","0.81","0.723","0.006","8.103","0.729","26.855","2.416","80","0.011","2.405","12.908","132","123","35567","3.683","115.1","70.5","29.5","157.38","6.35","216","226","4.323","16.398","14.056","82","2.741","8.053","26.772"
"협력사전체","2025-10-27","1","2.285","6.507","0.493","2.221","2.373","283.538","11.45","95.701","1.323","84.815","98.867","15","0.129","92.715","0.104","null","40.796","5.773","4.069","0.023","0.563","0.98","2.29","98.988","201","163","164","175","151","140","533","3","22.857","20","0","10.924","7.059","16.356","13.986","0.107","0.139","89","6.937","30","4.902","1.098","1.072","0.01","6.981","1.082","13.18","2.043","60","0.02","2.023","13.242","133","121","25802","6.201","94.86","67.09","32.91","112.67","8.88","270","229","4.921","16.578","14.212","113","4.457","6.932","13.08"
"협력사전체","2025-11-03","1","2.181","4.296","0.486","2.561","2.373","265.828","10.027","85.426","2.07","80.652","100.518","27.059","0.112","94.083","0.153","0.026","97.207","6.804","4.426","0.022","0.498","0.851","2.176","96.404","201","156","163","181","169","159","602","3","11.321","11.2","20","19.018","17.46","16.344","14.008","0.183","0.237","89","7.159","0","1.351","0.373","0.37","0","7.416","0.37","24.581","1.227","58.824","0.03","1.197","11.375","133","116","26317","7.6","86","73.33","26.67","70.94","14.1","460","371","6.485","16.544","14.196","117","5.396","7.492","24.23"
"협력사전체","2025-11-10","1","2.912","3.946","0.767","3.08","2.562","242.323","106.761","87.951","-71.912","316.085","81.698","68.576","0.463","80.952","0.18","0.159","90.323","51.393","4.029","0.101","2.518","0.91","1.986","117.432","195","164","159","171","231","187","556","14","16.043","13.103","null","14.375","15.267","16.028","13.693","0.152","0.196","88","7.865","40.741","5.858","0.442","0.363","0.035","8.177","0.397","37.833","1.839","74.074","0.063","1.776","9.359","134","106","22536","9.94","84.09","77.56","22.44","3.15","317.4","2263","7153","9.457","16.409","14.086","167","7.388","7.596","37.186"
"협력사전체","2025-11-17","1","3.618","4.487","0.638","2.893","3.726","275.643","34.044","92.583","-27.745","671.93","58.278","16.286","-0.611","125.346","0.112","0.087","38.245","14.633","4.619","0.037","0.808","0.738","1.873","82.227","198","167","163","172","217","272","619","5","11.765","11.842","0","9.2","4.478","16.091","13.819","0.163","0.209","88","10.426","33.333","41.379","0.355","0.314","0.006","9.626","0.32","37.611","1.249","83.333","0.015","1.234","9.223","135","116","27013","8.57","87.7","79.14","20.86","17.63","56.71","228","1532","8.759","16.341","14.067","166","6.515","9.498","37.366"
"협력사전체","2025-11-24","1","2.528","3.948","0.541","3.114","3.165","332.047","21.6","90.414","-17.295","838.835","46.413","10.3","-0.041","101.626","0.157","0.222","90.949","11.046","5.658","0.014","0.242","0.914","2.849","130.025","202","167","161","174","246","250","826","2","13.2","10.881","0","11.504","8.671","15.954","13.673","0.121","0.156","90","7.344","60","16.129","0.403","0.384","0.007","7.226","0.391","26.049","1.41","80","0.009","1.4","10.756","136","122","35529","7.867","89.05","77.38","22.62","41.12","24.32","103","864","7.867","16.245","13.972","186","5.615","7.112","25.932"
"협력사전체","2025-12-01","1","2.795","3.069","0.915","3.682","3.483","273.198","5.556","89.979","-2.571","250","45.889","4.286","0.101","96.805","0.276","0","107.947","5.362","4.456","0.029","0.66","0.968","2.434","98.404","208","169","169","181","313","303","606","4","6.931","5.15","0","12.925","10.48","15.615","13.346","0.14","0.18","89","9.166","40","0","0.462","0.434","0.028","9.241","0.462","37.931","1.897","80","0.055","1.841","7.328","142","138","27593","11.18","89.3","76.36","23.64","183.95","5.44","60","150","9.917","15.915","13.652","213","8.245","8.811","37.343"
"협력사전체","2025-12-08","1","2.877","3.65","0.817","3.304","3.323","246.917","9.947","82.043","-1.145","113.874","48.97","21.214","-0.217","108.224","0.295","0.04","14.417","6.486","4.5","0.013","0.289","0.882","2.13","96.013","229","171","188","202","304","329","693","2","10.942","8.88","0","13.505","10.8","15.418","13.139","0.147","0.188","89","3.549","25.806","12.617","0.472","0.308","0.021","2.703","0.329","12.971","1.578","96.774","0.08","1.499","7.704","154","148","26667","12.45","81.05","75.78","24.22","78.85","12.68","297","338.206","11.205","15.694","13.415","242","9.075","2.546","12.401"
"협력사전체","2025-12-15","1","3.183","2.922","0.849","4","3.489","280.137","3.296","87.203","-1.608","219.931","52.144","3.639","0.361","89.167","0.165","0.086","56.649","5.807","5.34","0.026","0.49","0.564","1.562","45.956","231","170","196","207","360","321","817","4","12.773","12","0","15.961","15.102","15.286","13.06","0.217","0.278","89","13.333","50","73.016","0.298","0.179","0.012","9.142","0.191","52.954","1.105","100","0.023","1.081","7.953","159","155","32776","9.809","89.8","75.31","24.69","292.5","3.42","50.95","112.055","12.112","15.561","13.322","242","6.605","8.681","52.424"
"협력사전체","2025-12-22","1","3.178","3.353","1.31","2.948","3.435","223.459","1.411","92.227","6.44","16.299","60.829","18.464","-0.079","103.18","0.277","0","83.25","3.586","3.54","0.04","1.139","0.685","1.194","78.207","236","176","195","208","283","292","439","5","16.781","14.423","null","15.068","10.698","15.262","13.035","0.222","0.284","90","13.953","10.87","10.526","0.313","0.28","0.024","14.097","0.303","50.881","1.095","52.174","0.114","0.981","10.802","157","155","16536","15.27","91.36","72.42","27.58","366.29","2.73","276.967","45.144","11.478","15.542","13.301","191","10.402","14.461","50.735"
"협력사전체","2025-12-29","1","3.002","4.362","0.768","2.883","3.154","271.098","3.254","107.519","15.898","12.285","64.285","26.49","-0.625","129.279","0.277","null","54.154","4.919","4.614","0.015","0.328","0.394","0.864","56.145","218","157","193","207","222","287","609","2","15.331","12.136","0","17.544","13.744","15.373","13.113","0.186","0.24","90","8.782","30","0","0.11","0.1","0.011","8.807","0.11","37.5","0.47","80","0.028","0.441","10.587","156","155","24941","7.197","99.76","75.15","24.85","294.76","3.39","688.748","84.615","10.705","15.584","13.309","153","4.631","8.187","36.257"
"협력사전체","2026-01-05","1","3.031","6.481","0.806","2.491","2.773","212.322","2.159","99.532","5.872","25.13","82.82","12.886","-0.535","133.577","0.09","null","64.667","3.255","3.038","0.019","0.633","0.394","0.644","44.499","217","161","188","202","137","183","316","2","16.393","14.599","null","11.382","9.73","15.414","13.166","0.214","0.275","88","0.783","50","0","0.142","0.111","0.031","0.789","0.142","3.157","0.568","90","0.056","0.512","14.014","154","150","12527","17.482","87.6","71.55","28.45","276.32","3.62","180.402","45.336","7.313","15.606","13.338","78","10.338","0.62","2.858"
"협력사전체","2026-01-12","1","3.895","5.526","1.858","3.5","2.878","194.833","2.138","96.249","-0.639","144.963","88.124","3.981","0.871","70.764","0.219","0","42.512","2.923","2.525","0.05","1.961","0.401","0.644","45.22","192","165","167","176","301","213","255","5","21.596","25.203","0","17.761","16.092","15.38","13.147","0.216","0.279","90","4.118","3.846","12","0.248","0.163","0.064","3.879","0.227","25.818","1.511","52.137","0.865","0.645","11.697","141","134","12859","24.147","91.2","71.74","28.26","222.8","4.49","39.815","57.717","23.714","15.768","13.537","181","14.192","3.892","15.398"
"협력사전체","2026-01-19","1","4.539","6.284","1.26","3.902","3.977","214.435","14.641","78.385","-12.093","1412.56","84.304","3.685","-0.218","106.875","0.346","0","14.014","7.223","3.864","0","0","0.409","0.881","41.804","186","162","155","165","320","342","456","0","15.497","13.675","0","16.46","13.761","15.322","13.082","0.2","0.259","89","17.632","9.412","40","0.259","0.151","0.031","14.242","0.181","65.152","0.83","51.765","0.17","0.66","11.525","135","125","18227","15.499","77.89","77.74","22.26","38.91","25.7","33.167","468.499","20.588","15.736","13.505","184","9.711","15.918","69.796"
"협력사전체","2026-01-26","1","4.14","5.903","1.07","3.5","4.355","211.262","9.445","85.676","-3.279","170.768","52.622","6.858","-1.012","135.102","0.229","0","15.645","5.324","3.287","0.009","0.265","0.402","0.8","44.543","186","163","152","164","245","331","378","1","12.387","5.652","0","15.549","13.223","15.415","13.09","0.335","0.434","87","3.933","9.783","0","0.258","0.215","0.043","3.959","0.258","87.097","5.684","65.217","0.287","5.397","12.346","134","125","16901","17.78","82.44","74.16","25.84","57.72","17.32","171.457","292.794","13.949","15.618","13.247","170","12.159","3.538","88.679"
"협력사전체","2026-02-02","1","4.273","8.918","1.338","3.956","4.615","216.652","2.608","83.796","-1.064","216.472","47.859","2.944","-0.604","117.978","0.214","null","51.92","3.829","3.5","0.009","0.246","0.376","0.862","31.564","188","166","149","161","356","420","406","1","11.667","10.095","0","11.196","10.403","15.146","12.808","0.197","0.255","86","12.217","16.514","15.493","0.405","0.275","0.059","11.684","0.333","47.881","1.366","52.294","0.186","1.18","13.16","129","120","19282","17.763","83.83","72.92","27.08","336.13","2.98","26.5","57.365","19.678","15.488","13.146","241","12.213","10.995","47.251"
"협력사전체","2026-02-09","1","6.516","4.285","1.382","4.273","5.629","198.44","2.716","74.59","-1.636","251.508","47.056","2.7","-1.811","152.28","0.207","0","51.036","3.636","3.292","0.018","0.538","0.55","1.159","71.949","188","166","141","153","329","501","372","2","20.359","16.792","null","14.907","11.598","15.699","13.382","0.391","0.509","89","9.621","6.494","20","0.245","0.186","0.019","8.716","0.204","77.021","1.807","24.675","0.071","1.736","12.141","124","111","14883","17.335","74.42","77.38","22.62","219.17","4.56","27","67.907","19.259","15.691","13.295","230","11.826","9.025","84.296"
"협력사전체","2026-02-16","1","2.887","3.99","0.789","2.833","3.949","241.337","1.835","101.068","-0.76","175.414","50.092","4.533","-1.36","164.706","0.151","null","57.809","3.331","3.1","0.05","1.613","0.823","1.625","93.549","181","158","142","152","187","308","372","6","12.662","10.843","0","5.995","4.153","15.502","13.195","0.18","0.234","88","6.775","0","33.333","0.197","0.189","0","6.557","0.189","52.732","1.52","33.333","0.016","1.504","13.313","122","113","20031","8.162","96.77","76.89","23.11","419.83","2.38","27.2","47.713","10.712","15.57","13.236","122","5.242","6.667","53.056"
"협력사전체","2026-02-23","1","3.352","5.934","1.489","3.043","1.949","159.761","2","102.197","0","100","52.667","1","1.049","54.286","0.521","null","66","1.873","1.848","0","0","1.096","1.304","107.778","170","148","135","143","140","76","146","0","27.632","33.333","0","9.259","2.941","15.405","13.118","0.168","0.219","82","1.411","60","0","0.321","0.107","0.214","1.413","0.321","98.744","22.464","100","0.357","22.107","16.282","112","107","7349","31.297","91.86","71.63","28.37","3674.5","0.27","2","2","10.226","15.645","13.351","88","19.731","0.478","98.724"
"협력사전체","2026-03-02","1","3.258","3.996","2.078","4.444","5.216","190.393","1.875","87.288","-1.164","301.593","49.786","2.021","-1.433","143.438","0.075","null","131.972","2.172","1.899","0.02","1.064","0.877","1.364","92.263","171","150","132","142","320","459","188","2","8.932","7.297","0","2.336","0.58","14.812","12.601","0.148","0.188","88","15.344","0","54.545","0.784","0.622","0","12.921","0.622","64.607","3.108","100","0.027","3.081","17.295","108","101","11614","null","87.98","78.37","21.63","238.2","4.2","16.167","48.758","33.75","14.867","12.632","202","null","12.994","64.407"
