GROUP,snapdate,인당 프로젝트수,인당 상시잔여이슈,이슈 처리일,Commit당 이슈발생,인당 이슈Inflow(발생),인당 이슈Outflow(해결),인당 코드 변경량,인당 개발산출물Outflow(해결),인당 Commit코드 변경량,인당 개발산출물 Burndown,개발산출물 처리율 (Outflow/Inflow),인당 개발산출물 상시잔여수,인당 개발산출물Inflow(발생),인당 이슈 Burndown,이슈 처리율(Outflow/Inflow),이슈 최초대응일,개발산출물 최초대응일,개발산출물 처리일,인당 개발산출물+Review Outflow,인당 Review수,인당 Reject수,Reject/Review율[리뷰관점],Commit당 Rejected수(AI+Reviewer)[리뷰관점],인당 Rejected수(AI+Reviewer)[리뷰관점],인당 Rejected(AI+RV)/Commit율[리뷰관점],활성개발자수,이슈 활성개발자수,Code 활성개발자수,산출물 활성개발자수,이슈Inflow(발생),이슈Outflow(해결),Code Review수,Code Reject수,완료이슈 Reopen율,진성완료이슈 Reopen율,잔여이슈 Reopen율[내부],ShiftLeft Reopen율[내부],진성ShiftLeft Reopen율[내부],누적전체이슈 Reopen율[내부],누적진성전체이슈 Reopen율[내부],누적전체이슈 대비 잔여이슈Reopen율[내부],누적진성전체이슈 대비 잔여이슈Reopen율[내부],이슈 쏠림[내부],인라인 리뷰 코드수정비율[내부],인라인 개발자리뷰 코드수정비율[내부],인라인 정적분석 코드수정비율[내부],커밋당 인라인 리뷰 코드수정횟수[내부],커밋당 인라인 AI리뷰 코드수정횟수[내부],커밋당 인라인 개발자리뷰 코드수정횟수[내부],인라인 개발자+AI리뷰 코드수정비율[내부],커밋당 인라인 개발자+AI리뷰 코드수정횟수[내부],인라인 개발자+AI리뷰 코드수정or응답 비율[내부],커밋당 인라인 개발자+AI리뷰 코드수정or응답 횟수[내부],인라인 개발자리뷰 코드수정or응답 비율[내부],커밋당 인라인 개발자리뷰 코드수정or응답 횟수[내부],커밋당 인라인 AI리뷰 코드수정or응답 횟수[내부],평균 잔여이슈Age[내부],Commit 활성개발자수[내부],Review 활성개발자수[내부],코드 변경량(TOTAL LOC),이슈결함밀도(이슈Inflow/변경kLOC),Commit당 코드 변경량(LOC) [내부],코드 삽입율(Insert LOC/Total LOC) [내부],코드 삭제율(Delete LOC/Total LOC) [내부],코드 수정 밀도 (Total LOC / 개발산출물 Outflow) [내부],개발산출물 밀도 (개발산출물 Outflow/Total LOC*1000) [내부],개발산출물 Inflow [내부],개발산출물 Outflow [내부],이슈결함밀도2(이슈Inflow/변경kLOC)[내부],누적완료이슈 Reopen율[내부],누적진성완료이슈 Reopen율[내부],진성이슈Inflow(발생)[내부],진성이슈결함밀도(이슈Inflow/변경kLOC)[내부],인라인 AI리뷰 코드수정비율[내부],인라인 AI리뷰 코드수정or응답 비율[내부]
"국내자사","2025-10-20","1","2.869","4.972","0.377","1.871","1.385","181.627","4.658","80.061","-1.289","148.739","104.195","7.933","0.5","62.069","0.677","0.143","95.362","5.561","4.724","0.014","0.292","0.779","0.828","75.525","249","128","205","232","58","36","685","2","22.222","18.182","0","23.529","11.111","21.285","24.069","0.937","2.006","84","1.939","18.519","0.336","0.426","0.361","0.032","3.18","0.394","7.247","0.897","55.556","0.097","0.8","31.265","98","195","9263","8.367","73.52","74.35","25.65","52.33","19.11","119","177","10.342","21.769","25.645","19","2.645","2.961","6.557"
"국내자사","2025-10-27","1","3.587","4.966","0.674","2.109","1.894","142.459","5.32","71.037","2.742","61.009","108.34","18.167","0.136","91.753","0.59","0","84.629","4.483","3.867","0.042","1.097","0.979","0.855","110.735","251","135","209","235","97","89","638","7","17.978","19.512","null","19.718","14.286","21.291","23.582","0.786","1.66","83","5.479","3.03","5.217","0.583","0.535","0.007","5.501","0.542","14.104","1.389","21.212","0.049","1.34","24.386","97","200","8690","14.154","71.82","69.74","30.26","65.34","15.3","218","133","10.806","22.222","26.198","30","3.567","5.56","13.935"
"국내자사","2025-11-03","1","3.738","6.423","0.98","2.759","2.079","181.397","8.044","74.507","-4.833","358.416","110.651","5.941","1.129","53.02","0.448","0","100.818","6.101","4.144","0.05","1.207","0.914","0.869","104.954","253","137","208","236","149","79","663","8","18.987","29.412","0","29.508","40","20.853","22.982","0.784","1.628","85","4.44","19.608","1.269","0.45","0.349","0.067","5.561","0.416","13.543","1.013","33.333","0.114","0.899","19.881","99","196","10521","13.354","77.36","71.51","28.49","29.06","34.41","101","362","15.512","22.092","26.367","32","4.42","4.887","12.594"
"국내자사","2025-11-10","1","3.195","10.828","0.81","2.491","2.125","203.111","172.902","85.928","-130.092","504.4","79.52","77.444","-0.051","103.03","0.341","0.075","110.043","65.765","4.032","0.038","0.948","0.712","0.739","69.156","251","145","205","231","132","136","633","6","25.735","30","0","29.545","21.951","21.155","23.399","0.669","1.395","86","2.698","16.216","3.058","0.563","0.375","0.034","2.583","0.409","19.519","3.091","27.027","0.057","3.034","19.23","97","200","10968","10.622","78.34","82.07","17.93","1.04","961.62","2091","10547","12.285","22.296","26.489","61","5.197","2.4","19.418"
"국내자사","2025-11-17","1","3.212","3.042","0.564","2.295","1.659","178.19","54.304","78.589","-27.98","233.24","30.212","53.55","0.444","72.277","0.356","1.906","21.529","17.804","4.077","0.024","0.581","0.626","0.663","72.792","254","149","211","237","101","73","689","4","27.397","25","null","30","33.333","22.94","25.962","0.775","1.679","87","5.544","37.5","1.775","0.472","0.386","0.034","7.475","0.42","13.131","0.739","56.25","0.051","0.688","23.872","102","204","10335","13.159","71.28","78.13","21.87","4.14","241.7","1071","2498","9.482","23.853","28.678","53","7.402","6.982","12.423"
"국내자사","2025-11-24","1","3.238","5.508","0.834","3.288","2.1","182.966","35.535","59.774","-28","516.216","11.538","21.143","0.634","73.684","0.231","0.103","15.727","13.696","4.874","0.06","1.229","0.688","0.844","69.115","258","152","217","240","171","126","814","10","19.841","18.644","0","22.881","21.053","22.392","24.56","0.581","1.238","88","5.659","35.714","11.017","0.314","0.222","0.026","5","0.247","13.646","0.675","57.143","0.041","0.634","22.504","105","211","10795","15.424","64.64","76.4","23.6","7.06","141.55","296","1528","16.186","23.735","28.189","100","8.198","4.545","13.002"
"국내자사","2025-12-01","1","3.522","3.26","0.79","3","2.787","211.414","7.886","81.011","-4.026","224.39","7.533","12.3","0.449","80.864","0.306","0.051","44.475","5.507","4.306","0.078","1.805","0.902","0.959","104.207","285","151","247","269","162","131","831","15","16.031","15.493","0","20.661","20.313","22.324","24.467","0.621","1.317","87","6.733","24.444","10.759","0.625","0.473","0.06","6.323","0.533","17.032","1.435","37.778","0.092","1.342","21.88","114","239","14799","11.217","88.09","76.54","23.46","53.62","18.65","123","276","12.659","23.458","27.517","77","5.271","5.781","16.412"
"국내자사","2025-12-08","1","3.526","3.571","0.603","3.091","2.855","279.38","23.574","77.475","0.844","96.341","13.248","74.938","-0.092","104.118","0.379","0.006","26.831","9.691","4.591","0.106","2.31","0.709","1.01","61.573","305","153","267","289","170","177","909","21","19.774","22.222","0","27.604","34.568","22.272","24.516","0.594","1.271","87","8.961","28.814","4.274","0.348","0.254","0.059","10.204","0.314","30.952","0.951","44.068","0.091","0.861","20.523","117","256","19836","9.049","86.24","78.1","21.9","17.17","58.23","1199","1155.127","9.817","23.306","27.331","79","4.109","8.87","30.012"
"국내자사","2025-12-15","1","3.453","2.992","0.724","3.436","2.423","224.773","9.757","78.09","-8.27","974.754","9.476","4.254","0.913","66.667","0.355","0.774","24.52","7.51","5.355","0.089","1.656","0.728","0.936","85.867","325","157","287","306","189","126","1087","18","18.254","17.544","0","17.687","18.519","21.764","23.549","0.566","1.195","86","6.791","14.194","11.888","0.375","0.154","0.087","5.481","0.241","22.731","1","32.258","0.198","0.802","19.829","126","275","16858","11.211","73.94","76.47","23.53","33.88","29.52","51.05","497.612","10.301","23.077","26.992","84","4.953","4.071","21.19"
"국내자사","2025-12-22","1","3.772","3.447","0.95","3.375","2.764","227.548","2.861","70.378","3.215","38.864","15.525","11.502","0.5","80.423","0.294","null","88.851","4.557","4.258","0.086","2.017","0.889","1.086","81.273","326","157","290","308","189","152","694","14","17.763","21.538","0","20.455","20.769","21.545","23.37","0.568","1.196","84","14.244","30.769","9.474","0.747","0.641","0.061","14.725","0.702","27.648","1.318","64.103","0.126","1.192","20.028","128","280","14108","11.873","84.99","74.96","25.04","197.25","5.07","184.033","71.523","12.207","22.931","27.02","83","5.387","14.033","26.077"
"국내자사","2025-12-29","1","3.742","5.752","0.993","3.244","2.608","140.453","3.094","69.437","4.757","33.351","17.056","10.915","0.197","91.096","0.303","0.2","78.702","4.43","4.16","0.067","1.622","0.49","0.442","47.172","327","155","290","307","146","133","678","11","21.053","23.611","null","16.23","13.492","21.354","23.049","0.475","0.989","83","11.562","9.877","28.571","0.404","0.333","0.057","11.317","0.39","29.218","1.007","23.457","0.135","0.872","22.241","126","277","8989","14.851","71.34","77.32","22.68","145.25","6.88","185.557","61.885","12.642","22.798","26.751","69","6.007","11.605","30.37"
"국내자사","2026-01-05","1","4.123","3.312","0.605","3.667","2.081","205.246","4.04","81.473","-0.127","103.841","20.668","6.013","0.88","63.636","0.2","0","29.122","5.036","4.635","0.031","0.678","0.5","0.629","71.697","322","154","280","299","121","77","737","5","20.779","27.586","0","13.235","9.524","21.406","23.163","0.563","1.173","83","9.091","3.175","8.571","0.213","0.188","0.01","9.132","0.198","40.411","0.876","6.349","0.02","0.856","23.141","122","269","11699","14.531","65.72","80.14","19.86","170.32","5.87","66.148","68.688","11.698","22.803","26.787","39","5.513","10.133","46.133"
"국내자사","2026-01-12","1","4.184","3.7","1.973","3.982","3.227","201.442","2.656","87.257","-1.02","178.147","23.465","3.479","0.076","97.26","0.32","0","92.508","4.202","4","0.033","0.828","0.505","0.371","55.727","295","161","256","270","219","213","604","5","15.023","20.588","0","17.492","11.628","21.168","23.062","0.442","0.921","84","10.028","30.233","14.737","0.379","0.095","0.137","8.333","0.232","82.576","2.295","76.744","0.347","1.947","21.073","115","250","8662","23.32","92.15","77.64","22.36","155.28","6.44","31.313","55.783","21.512","22.563","26.663","90","8.601","4.072","83.71"
"국내자사","2026-01-19","1","3.963","5.022","1.412","2.569","3.2","151.24","13.816","62.573","-12.137","2072.327","34.377","8","-0.429","121.081","0.451","6","54.878","6.668","4.798","0.055","1.151","0.733","0.589","98.503","273","165","233","249","185","224","782","9","26.786","34.375","0","20.611","22.388","21.764","24.158","0.606","1.281","85","11.688","21.429","2.564","0.273","0.22","0.045","13.011","0.265","69.888","1.424","53.571","0.114","1.311","21.294","110","227","7562","22.282","72.71","79.21","20.79","22.81","43.85","16","331.572","22.806","22.756","26.867","59","6.414","12.033","71.784"
"국내자사","2026-01-26","1","3.741","5.107","0.938","2.452","2.606","180.133","9.26","83.072","-5.345","290.656","15.345","4.381","-0.25","113.158","0.409","null","14.679","5.67","4.737","0.036","0.762","0.809","0.675","94.044","277","163","243","256","152","172","919","7","19.186","18.571","0","20.101","16.667","21.732","24.096","0.544","1.158","86","7.723","9.524","9.091","0.393","0.313","0.053","7.639","0.367","47.222","2.267","32.143","0.18","2.087","18.955","113","233","10808","16.377","83.78","78.22","21.78","53.05","18.85","70.089","203.719","16.549","22.646","26.584","38","4.256","7.39","49.214"
"국내자사","2026-02-02","1","3.597","4.239","1.507","3.483","3.23","176.273","3.494","90.637","-2.216","354.106","12.709","2.885","0.063","97.525","0.396","0","57.287","4.382","3.882","0.071","1.829","0.866","0.686","100.679","274","164","243","258","202","197","656","12","23.858","20.968","0","14.213","15.854","21.907","24.132","0.421","0.914","86","6.146","4.669","9.028","0.381","0.219","0.077","5.637","0.297","40.564","2.135","14.008","0.232","1.903","21.401","107","232","9695","24.549","86.56","75.15","24.85","73.01","13.7","37.5","132.79","19.704","22.846","26.667","54","7.22","6.082","52.773"
"국내자사","2026-02-09","1","5.267","4.042","1.986","3.262","3.275","191.636","1.845","89.022","-1.121","279.329","12.59","2.917","0.117","95.62","0.213","0","63.946","4.137","3.953","0.081","2.059","0.717","0.576","88.643","275","168","241","257","274","262","680","14","19.084","21.429","0","16.099","12.667","21.827","24.256","0.64","1.401","85","9.982","16","4.651","0.355","0.226","0.103","10.968","0.329","61.72","1.852","52","0.335","1.516","19.614","108","230","10540","21.205","93.27","73.3","26.7","107.81","9.28","35","97.765","27.082","22.625","26.551","86","6.736","9.589","64.384"
"국내자사","2026-02-16","1","3.546","6.364","1.227","3.035","2.253","183.293","1.359","95.701","-1.083","492.025","14.264","1.16","-0.152","108.092","0.147","null","60.517","4.182","4.162","0.096","2.302","0.83","0.701","98.23","275","172","237","254","173","187","695","16","15.508","17.204","0","11.24","7.143","21.347","23.598","0.52","1.13","86","9.794","63.158","0","0.442","0.163","0.279","10.326","0.442","66.033","2.826","94.737","0.419","2.407","20.521","107","224","10631","13.78","89.34","78.59","21.41","372.53","2.68","5.8","28.537","16.343","22.24","26.068","56","3.669","4.242","62.727"
"국내자사","2026-02-23","1","4.222","8.263","3.75","2.609","1.689","137.176","1","84.559","2","20","15.463","5","0.657","63.333","0.454","null","38","1.891","1.899","0.128","6.763","1.813","0.532","221.667","268","171","230","248","120","76","207","14","14.474","27.586","0","10.294","8.333","21.178","23.429","0.621","1.338","85","14.793","35.714","0","2.083","0.833","1.25","17.483","2.083","60.14","7.167","95.238","3.333","3.833","21.693","104","214","2332","68.825","89.69","83.02","16.98","2332","0.43","5","1","18.514","22.168","26.189","22","11.578","9.901","45.545"
"국내자사","2026-03-02","1","4.233","8.19","1.675","3.141","2.842","197.267","1.463","83.019","-1.086","449.646","13.665","1.139","-0.163","107.463","0.133","null","97.614","3.196","3.102","0.064","2.053","1.058","0.809","113.686","269","181","223","243","201","216","487","10","19.907","32.143","0","6.486","0","17.79","16.976","0.652","1.022","85","17.526","43.333","11.111","0.756","0.4","0.289","18.563","0.689","46.707","1.733","66.667","0.444","1.289","25.117","96","210","8877","null","90.58","73.77","26.23","288.91","3.46","6.833","30.726","35.864","17.933","17.145","32","null","13.139","42.336"
"협력사전체","2025-03-03","1","9.748","3.675","1.077","4.022","3.575","245.222","21.909","98.545","-2.5","119.9","59.33","22.333","0.464","85.912","0.673","0.64","17.132","4.65","3.367","0.051","1.51","0.045","0.085","6.958","322","240","252","267","362","311","596","9","7.717","7.755","0","11.963","9.6","9.349","7.096","0.995","1.193","76","45.205","46.809","42.308","0.099","0","0.066","46.809","0.066","72.34","0.102","72.34","0.102","0","null","191","183","26484","10.308","104.68","70.04","29.96","109.89","9.1","201","241","11.294","11.23","8.52","286","7.986","null","null"
"협력사전체","2025-03-10","1","9.454","4.061","0.434","2.272","3.463","275.733","10.385","101.628","-5.105","355.263","58.011","3.8","-1.355","178.804","0.821","0.3","36.734","5.307","4.645","0.081","1.752","0.071","0.174","8.73","312","235","249","260","184","329","799","14","14.286","8.197","0","12.693","10.4","11.071","8.277","1.276","1.577","75","22","25.581","0","0.026","0","0.026","25.581","0.026","58.14","0.06","58.14","0.06","0","null","195","187","31985","5.596","95.19","67.31","32.69","236.93","4.22","38","135","6.294","11.781","8.464","137","3.611","null","null"
"협력사전체","2025-03-17","1","9.232","5.037","0.563","2.26","2.964","227.34","4.75","108.472","4.92","31.667","58.016","12","-0.706","141.379","0.742","2.877","149.348","3.69","3.433","0.012","0.355","0.055","0.104","7.177","266","208","220","233","174","246","563","2","17.886","16.092","0","12.174","10.429","11.777","8.892","0.844","1.065","74","27.778","14.667","93.333","0.08","0","0.035","14.667","0.035","57.333","0.138","57.333","0.138","0","null","179","168","24098","9.067","98.36","67.84","32.16","422.77","2.37","180","57","6.205","12.506","9.304","94","6.1","null","null"
"협력사전체","2025-03-24","1","9.08","3.963","0.749","3.169","2.602","272.031","1.273","95.578","23.143","2.8","61.89","33.333","0.452","82.129","0.381","1.696","53.615","4.277","4.325","0.039","0.901","0.125","0.286","20.31","252","210","205","221","263","216","666","6","15.741","9.554","0","20.87","15.476","12.728","9.798","1.596","2.017","74","2.303","25.806","8.624","0.476","0.306","0.023","1.734","0.329","2.242","0.425","54.839","0.048","0.377","null","170","157","26659","7.202","98.74","65.33","34.67","1904.21","0.53","500","14","10.363","12.812","9.326","200","5.383","1.622","1.997"
"협력사전체","2025-03-31","1","9.241","5.341","0.353","2.161","2.598","230.075","18.6","91.929","1.034","86.111","62.522","9","-1.071","186.777","0.39","13.813","24.28","4.649","3.604","0.006","0.164","0.332","0.675","42.027","250","207","203","220","121","226","609","1","23.451","23.729","0","16.019","13.462","13.767","11.003","1.199","1.532","74","4.033","23.333","8.862","0.877","0.406","0.025","2.58","0.431","6.677","1.116","46.667","0.051","1.065","null","168","153","24388","7.77","91.34","65.4","34.6","131.12","7.63","216","186","4.741","13.768","10.658","87","5.577","2.444","6.415"
"협력사전체","2025-04-07","1","9.432","4.931","0.989","3.266","2.762","253.398","20.727","125.06","-5.522","225.743","60.951","6.733","0.903","67.442","1.086","18.024","86.437","4.874","3.303","0","0","1.471","2.704","184.87","252","200","197","217","258","174","469","0","18.391","12.963","0","15.476","13.761","13.882","10.997","1.328","1.705","75","13.006","37.5","12.676","1.233","1.188","0.011","13.015","1.199","23.093","2.128","50","0.015","2.113","null","162","147","22299","9.238","105.18","67.19","32.81","97.8","10.22","101","228","11.052","14.068","10.781","185","6.615","12.935","23.005"
"협력사전체","2025-04-14","1","9.567","4.205","0.556","2.444","3.014","223.105","11.533","86.856","-0.793","115.333","59.474","9.375","-0.695","137.013","0.668","0.232","82.534","4.486","3.379","0","0","1.563","3.093","166.316","247","199","192","213","154","211","473","0","13.27","12.987","0","10.294","8.844","13.902","11.134","1.074","1.392","75","11.61","28.571","null","0.972","0.963","0.009","11.61","0.972","30.394","2.546","28.571","0.009","2.537","null","160","141","19187","9.329","83.06","68.88","31.12","110.91","9.02","150","173","7.424","14.01","10.938","110","6.88","11.545","30.401"
"협력사전체","2025-04-21","1","9.674","5.046","0.445","2.914","2.564","328.752","7.364","93.09","0.857","81.818","63.222","7.071","0.043","98.039","0.512","0","31.13","5.255","4.811","0.025","0.523","1.681","4.843","171.527","237","189","192","211","204","200","765","4","12.5","12.179","0","14.216","9.868","13.802","11.179","1.009","1.306","75","8.063","30.303","5.435","1.575","1.541","0.023","8.091","1.563","14.508","2.803","42.424","0.032","2.771","null","159","147","35834","5.665","94.3","64.25","35.75","442.4","2.26","99","81","7.415","13.912","11.021","154","3.963","8.005","14.4"
"협력사전체","2025-04-28","1","9.457","4.949","0.654","2.623","3.373","215.011","2.667","90.195","53.75","1.225","74.436","65.3","-0.548","125.248","0.392","4.706","15.923","3.596","3.513","0.013","0.38","1.304","2.687","133.814","235","188","189","208","202","253","527","2","18.182","15.084","0","15.51","13.143","14.17","11.461","0.812","1.062","74","12.793","25","13.636","0.997","0.978","0.009","12.786","0.988","34.749","2.684","58.333","0.022","2.663","null","158","140","19781","9.605","80.41","66.52","33.48","1236.31","0.81","1306","16","7.264","14.235","11.31","130","7.381","12.727","34.636"
"협력사전체","2025-05-05","1","9.729","4.477","0.718","2.918","2.146","226.047","2.7","108.416","3.5","25.962","94.057","7.429","1.233","49.438","0.831","5.5","30.84","3.254","3.107","0.029","0.92","1.573","2.786","174.315","224","171","182","200","178","88","435","4","6.818","4.412","0","8.889","9.722","13.844","11.18","0.96","1.246","74","14.772","8.333","17.647","1.75","1.734","0.004","14.755","1.738","26.395","3.109","50","0.024","3.085","null","147","131","19440","8.513","105.08","72.79","27.21","720","1.39","104","27","9.077","14.045","11.128","162","7.202","14.782","26.298"
"협력사전체","2025-05-12","1","9.635","4.822","0.632","2.638","3.174","187.609","43.357","79.512","-23.136","619.388","95.949","8.909","-0.805","143.137","0.447","null","39.954","7.229","3.022","0.022","0.741","1.207","2.179","131.895","222","169","181","200","153","219","405","3","11.416","9.574","null","13.453","11.518","13.788","11.126","0.769","0.996","74","11.038","45.833","100","0.685","0.523","0.112","10.305","0.635","20.445","1.259","62.5","0.152","1.107","null","145","130","16322","10.385","80.4","71.92","28.08","26.89","37.19","98","607","8.557","13.887","11.023","118","8.179","8.841","18.712"
"협력사전체","2025-05-19","1","9.748","4.984","0.583","3.207","3.102","253.688","14.714","91.676","0.731","91.556","97.909","14.063","0.042","98.387","0.43","5.182","292.75","5.257","3.972","0.007","0.175","1.398","3.097","134.829","261","217","181","199","186","183","572","1","18.579","18","0","23.158","21.053","13.943","11.378","0.685","0.885","74","11.13","45.455","0","0.813","0.781","0.032","11.179","0.813","26.07","1.895","72.727","0.051","1.844","null","145","123","23593","8.922","91.09","68.54","31.46","114.53","8.73","225","206","9.32","14.111","11.382","149","6.676","10.847","25.617"
"협력사전체","2025-05-26","1","8.69","2.449","0.929","3.73","3.049","248.424","2.625","102.029","12.353","9.091","91.949","23.1","0.613","79.149","0.647","6.25","70.625","3.514","3.387","0.007","0.216","1.486","2.745","161.029","264","221","178","195","235","186","464","1","14.516","14.063","0","19.898","22.857","14.018","11.583","0.856","1.107","77","13.801","66.667","20","1.187","1.074","0.101","13.759","1.175","25.103","2.144","82.051","0.125","2.019","null","144","120","21116","9.045","99.14","71.51","28.49","1005.52","0.99","231","21","10.512","14.13","11.494","166","6.346","12.801","24.072"
"협력사전체","2025-06-02","1","2.4","4.604","0.432","2.297","3.075","288.516","5.867","106.252","2.96","54.321","88.987","12.462","-0.208","110.884","0.466","2.421","146.034","5.071","4.679","0.007","0.159","1.45","3.679","181.293","265","226","174","192","147","163","627","1","11.656","8.411","0","29.381","34.058","13.982","11.538","0.828","1.078","85","6.35","6.452","16.667","1.092","1.083","0.006","6.34","1.089","12.541","2.154","22.581","0.021","2.134","null","139","122","26255","4.78","90.53","65.79","34.21","298.35","3.35","162","88","6.206","14.033","11.39","102","3.466","6.339","12.487"
"협력사전체","2025-06-09","1","2.349","5.599","0.776","2.311","2.74","196.306","3.917","84.218","10.857","17.091","88.359","25","-0.541","131.731","0.507","null","144.447","2.757","2.505","0","0","1.03","1.394","106.477","264","230","171","188","104","137","248","0","45.985","52.586","0","21.739","22.857","14.91","12.831","0.678","0.882","88","12.276","null","0","0.664","0.664","0","12.43","0.664","36.872","1.97","null","0","1.97","null","138","119","9619","15.854","90.75","74.64","25.36","204.66","4.89","275","47","5.798","15.045","12.852","80","11.124","12.43","36.872"
"협력사전체","2025-06-16","1","2.586","4.955","0.648","3.19","3.108","254.217","4","106.258","0.667","83.333","93.88","10.286","-0.013","100.498","0.563","null","138.855","4.451","4.092","0.014","0.344","1.845","4.028","174.365","272","237","172","183","201","202","581","2","24.752","28","0","20","20.661","15.162","13.237","0.482","0.628","88","10.833","33.333","53.191","1.162","1.065","0.016","10.223","1.081","25.497","2.696","60","0.029","2.667","null","139","125","23388","6.478","99.1","63.37","36.63","389.8","2.57","72","60","12.179","15.478","13.517","134","4.639","10.117","25.338"
"협력사전체","2025-06-23","1","2.76","6.118","0.371","2.488","2.667","223.121","4.647","89.17","5.95","39.899","95.099","22","-0.769","149.02","0.305","0","55.987","4.056","3.556","0.007","0.198","1.567","3.035","152.344","209","161","172","183","102","152","505","1","19.079","18.085","29.167","20.979","18.182","15.46","13.565","0.492","0.647","85","13.295","0","25","1.436","1.433","0","13.279","1.433","24.503","2.644","100","0.015","2.629","null","136","127","20304","4.999","90.64","66.3","33.7","257.01","3.89","198","79","4.669","15.595","13.639","83","4.039","13.297","24.401"
"협력사전체","2025-06-30","1","2.469","4.5","0.443","2.525","2.745","218.775","2.143","99.088","16.647","5.034","93.886","22.923","-0.629","138.614","0.101","null","93.4","3.131","3.063","0","0","1.399","2.492","153.712","212","167","171","182","101","140","392","0","16.429","15.517","43.75","18.605","10.68","15.589","13.738","0.462","0.608","85","12.807","0","0","0.846","0.846","0","12.841","0.846","33.599","2.215","6.25","0.004","2.211","null","136","127","17502","9.599","94.1","66.5","33.5","1166.8","0.86","298","15","5.343","15.619","13.699","81","7.428","12.979","33.894"
"협력사전체","2025-07-07","1","2.8","5.387","0.81","4.123","3.814","304.4","31.636","105.639","4.833","75","91.177","25.778","0.141","95.745","0.192","null","39.27","6.792","4.073","0.041","0.998","1.6","3.772","152.273","212","164","173","187","235","225","501","5","17.333","13.372","23.333","19.792","16.447","15.333","13.306","0.345","0.454","85","11.305","40","null","0.962","0.955","0.007","11.305","0.962","24.554","2.09","80","0.014","2.076","null","136","124","24352","11.211","104.97","63.59","36.41","69.98","14.29","464","348","11.23","15.542","13.485","179","8.192","11.246","24.442"
"협력사전체","2025-07-14","1","3.482","1.906","0.886","5.271","4.339","251.136","19.667","84.203","10.8","42.143","91.608","23.333","0.724","82.315","0.15","0.904","12.627","5.244","4.37","0.059","1.356","1.484","3.859","176.826","212","164","178","188","311","256","590","8","16.797","13.402","33.333","17.257","15.556","15.553","13.519","0.831","1.083","88","14.851","33.333","8.571","1.154","1.114","0.031","14.933","1.145","26.969","2.068","81.818","0.077","1.991","null","142","127","22100","11.923","81.25","67.64","32.36","187.29","5.34","280","118","13.39","15.607","13.428","220","8.914","14.705","26.288"
"협력사전체","2025-07-21","1","3.309","4.154","0.831","3.789","4.761","306.217","53.444","94.11","-19.056","348.551","90.386","11.5","-1.47","156.481","0.159","0","41.231","8.025","4.116","0","0","0.977","2.099","111.095","210","157","179","190","216","338","498","0","14.201","12.778","50","31.544","25","15.31","13.218","0.399","0.532","89","8.11","0","0","0.431","0.431","0","8.116","0.431","25.725","1.365","62.5","0.019","1.346","null","139","128","21129","9.324","96.48","64.43","35.57","43.93","22.76","138","481","9.993","15.511","13.376","174","7.123","8.163","25.51"
"협력사전체","2025-07-28","1","3.444","3.807","0.427","3.236","3.574","347.39","6.778","98.653","10","27.602","87.761","24.556","-0.217","108.427","0.167","0","140.377","5.51","5.156","0.021","0.413","1.348","3.986","144.167","210","158","177","187","178","193","727","3","21.762","21.168","50","14.744","12.295","15.548","13.536","0.623","0.826","87","7.317","52.459","0.365","0.99","0.893","0.076","12.616","0.969","25.788","1.981","88.525","0.128","1.853","null","138","132","34739","4.822","103.08","69.59","30.41","569.49","1.76","221","61","6.372","15.649","13.541","127","3.569","11.85","24.582"
"협력사전체","2025-08-04","1","3.52","4.827","0.525","3.829","2.983","258.186","11.111","106.053","3.6","64.935","86.783","14","-0.229","110.191","0.15","0","111.09","4.381","3.743","0.007","0.196","1.455","3.199","183.884","204","151","170","181","157","173","509","1","14.451","12.95","0","8.219","8.661","15.216","13.112","0.394","0.522","83","4.135","50","1.109","0.946","0.839","0.003","6.25","0.842","13.839","1.864","100","0.006","1.858","null","137","128","22204","5.495","96.54","64.5","35.5","222.04","4.5","154","100","5.514","15.525","13.393","121","4.121","6.229","13.799"
"협력사전체","2025-08-11","1","3.091","6.266","0.296","2.023","3.241","237.398","4.563","95.09","0.652","82.955","86.965","9.778","-1.507","216.092","0.121","null","138.699","3.971","3.604","0.03","0.828","1.327","2.91","146.175","203","150","168","177","87","188","483","4","14.894","11.333","0","19.075","16.901","15.357","13.201","0.372","0.495","86","13.255","45.455","5.128","0.687","0.656","0.017","13.693","0.673","33.956","1.67","81.818","0.031","1.639","null","137","126","20891","3.829","87.05","68.13","31.87","286.18","3.49","88","73","4.038","15.45","13.236","62","2.848","13.449","33.589"
"협력사전체","2025-08-18","1","2.67","7.105","0.327","2.147","2.88","232.039","5.833","99.918","0.722","84.337","88.766","8.3","-1.076","197.26","0.268","0.455","25.871","3.586","3.112","0.04","1.285","1.789","3.192","180.443","195","150","166","173","73","144","389","5","40.972","34.783","0","17.241","17.91","16.001","13.741","0.432","0.572","86","8.233","0","0","1.105","1.105","0","8.268","1.105","28.314","3.785","80","0.035","3.75","null","141","125","17867","4.729","103.28","68.85","31.15","255.24","3.92","83","70","3.767","16.007","13.664","57","3.526","8.295","28.144"
